"","match_id.x","tournament","year","winner_name","loser_name","winner_rank","loser_rank","winner_age","winner_ioc","Retirement","w_pointswon","w_gameswon","w_setswon","l_pointswon","l_gameswon","l_setswon","round","a1","a2","match_id.y","player1","player2","Tour","slam","week","w_ave_serve_speed","l_ave_serve_speed","w_n_aces","l_n_aces","w_n_winners","l_n_winners","w_n_netpt_w","l_n_netpt_w","w_n_netpt","l_n_netpt","w_n_bp_w","l_n_bp_w","w_n_bp","l_n_bp","w_n_ue","l_n_ue","w_n_sv_w","l_n_sv_w","w_n_sv","l_n_sv"
"457","2013-W-SL-GBR-01A-2013:152","Wimbledon",2013,"Samantha Stosur","Olga Puchkova",13,86,29.234770705,"AUS",FALSE,58,12,2,33,4,0,"R64","Olga Puchkova","Samantha Stosur","2013-wimbledon-2204","Olga Puchkova","Samantha Stosur","wta","wimbledon","Week 1",94.0192307692308,77.8717948717949,3,0,22,8,6,6,10,10,6,2,6,4,10,12,31,12,52,39
"458","2013-W-SL-GBR-01A-2013:157","Wimbledon",2013,"Na Li","Simona Halep",6,32,31.3237508556,"CHN",FALSE,70,13,2,59,8,1,"R64","Na Li","Simona Halep","2013-wimbledon-2216","Simona Halep","Na Li","wta","wimbledon","Week 1",89.3389830508475,88.8,0,1,24,18,5,5,5,5,6,3,11,9,14,6,36,36,59,70
"459","2013-W-SL-GBR-01A-2013:160","Wimbledon",2013,"Petra Cetkovska","Caroline Wozniacki",196,9,28.372347707,"CZE",FALSE,63,12,2,40,4,0,"R64","Caroline Wozniacki","Petra Cetkovska","2013-wimbledon-2220","Petra Cetkovska","Caroline Wozniacki","wta","wimbledon","Week 1",90.1636363636364,90.125,1,0,30,6,13,13,14,14,4,0,8,6,13,10,38,23,55,48
"460","2013-W-SL-GBR-01A-2013:162","Wimbledon",2013,"Karin Knapp","Lucie Safarova",104,30,25.9904175222,"ITA",FALSE,94,16,2,86,14,1,"R64","Karin Knapp","Lucie Safarova","2013-wimbledon-2223","Lucie Safarova","Karin Knapp","wta","wimbledon","Week 1",96,83.2268041237113,10,1,25,21,5,5,9,9,5,4,8,5,24,30,53,56,83,97
"461","2013-W-SL-GBR-01A-2013:164","Wimbledon",2013,"Eugenie Bouchard","Ana Ivanovic",66,12,19.3264887064,"CAN",FALSE,58,12,2,44,6,0,"R64","Ana Ivanovic","Eugenie Bouchard","2013-wimbledon-2228","Eugenie Bouchard","Ana Ivanovic","wta","wimbledon","Week 1",89.8421052631579,90.2222222222222,0,5,13,19,4,4,4,4,5,2,7,5,11,9,35,22,57,45
"462","2013-W-SL-GBR-01A-2013:165","Wimbledon",2013,"Vesna Dolonc","Jelena Jankovic",97,14,23.9260780287,"SRB",FALSE,73,13,2,64,7,0,"R64","Jelena Jankovic","Vesna Dolonc","2013-wimbledon-2229","Jelena Jankovic","Vesna Dolonc","wta","wimbledon","Week 1",91.1794871794872,89.3559322033898,2,1,17,13,7,7,13,13,5,2,7,6,18,26,44,30,78,59
"463","2013-W-SL-GBR-01A-2013:166","Wimbledon",2013,"Kirsten Flipkens","Bojana Jovanovski",20,39,27.4524298426,"BEL",FALSE,65,12,2,58,8,0,"R64","Bojana Jovanovski","Kirsten Flipkens","2013-wimbledon-2230","Bojana Jovanovski","Kirsten Flipkens","wta","wimbledon","Week 1",92.0833333333333,92.031746031746,7,3,24,19,7,7,8,8,3,1,9,5,9,17,41,39,60,63
"464","2013-W-SL-GBR-01A-2013:168","Wimbledon",2013,"Marina Erakovic","Shuai Peng",71,26,25.3004791239,"NZL",FALSE,73,13,1,61,12,0,"R64","Marina Erakovic","Shuai Peng","2013-wimbledon-2206","Marina Erakovic","Shuai Peng","wta","wimbledon","Week 1",92.4305555555556,95.3387096774194,6,4,24,17,10,10,13,13,2,0,4,3,14,16,50,39,72,62
"465","2013-W-SL-GBR-01A-2013:169","Wimbledon",2013,"Kaia Kanepi","Angelique Kerber",46,7,28.038329911,"EST",FALSE,91,16,2,95,15,1,"R64","Angelique Kerber","Kaia Kanepi","2013-wimbledon-2208","Kaia Kanepi","Angelique Kerber","wta","wimbledon","Week 1",88.659793814433,85.6404494382023,6,9,52,42,23,23,31,31,3,4,11,7,27,17,61,59,97,89
"466","2013-W-SL-GBR-01A-2013:171","Wimbledon",2013,"Sloane Stephens","Andrea Petkovic",17,76,20.2628336756,"USA",FALSE,110,17,2,119,18,1,"R64","Andrea Petkovic","Sloane Stephens","2013-wimbledon-2219","Sloane Stephens","Andrea Petkovic","wta","wimbledon","Week 1",95.1111111111111,92.2815533980583,8,4,25,26,13,13,28,28,6,7,7,16,39,30,67,60,126,103
"467","2013-W-SL-GBR-01A-2013:172","Wimbledon",2013,"Camila Giorgi","Sorana Cirstea",93,23,21.4839151266,"ITA",FALSE,105,14,2,101,12,0,"R64","Camila Giorgi","Sorana Cirstea","2013-wimbledon-2222","Camila Giorgi","Sorana Cirstea","wta","wimbledon","Week 1",88.7227722772277,90.9714285714286,0,3,21,19,12,12,20,20,5,5,14,15,36,24,56,56,101,105
"468","2013-W-SL-GBR-01A-2013:182","Wimbledon",2013,"Sabine Lisicki","Samantha Stosur",24,13,23.7535934292,"GER",FALSE,87,16,2,67,9,1,"R32","Sabine Lisicki","Samantha Stosur","2013-wimbledon-2302","Sabine Lisicki","Samantha Stosur","wta","wimbledon","Week 1",100.194444444444,97.6707317073171,8,3,34,20,17,17,25,25,4,1,9,5,13,14,52,47,72,82
"469","2013-W-SL-GBR-01A-2013:183","Wimbledon",2013,"Laura Robson","Marina Erakovic",38,71,19.4223134839,"GBR",FALSE,81,14,2,87,14,1,"R32","Laura Robson","Marina Erakovic","2013-wimbledon-2303","Laura Robson","Marina Erakovic","wta","wimbledon","Week 1",92.4772727272727,88.9125,5,12,25,34,6,6,8,8,4,4,9,9,20,15,51,50,88,80
"470","2013-W-SL-GBR-01A-2013:185","Wimbledon",2013,"Agnieszka Radwanska","Madison Keys",4,52,24.3011635866,"POL",FALSE,120,17,2,111,14,1,"R32","Agnieszka Radwanska","Madison Keys","2013-wimbledon-2305","Agnieszka Radwanska","Madison Keys","wta","wimbledon","Week 1",86.7217391304348,97.1810344827586,2,15,23,67,19,19,27,27,3,2,18,10,10,51,73,69,115,116
"471","2013-W-SL-GBR-01A-2013:187","Wimbledon",2013,"Roberta Vinci","Dominika Cibulkova",11,19,30.3463381246,"ITA",FALSE,64,12,2,43,5,0,"R32","Dominika Cibulkova","Roberta Vinci","2013-wimbledon-2307","Roberta Vinci","Dominika Cibulkova","wta","wimbledon","Week 1",84.5925925925926,83.6037735849057,2,0,18,14,17,17,22,22,5,2,9,6,11,22,35,24,54,53
"472","2013-W-SL-GBR-01A-2013:188","Wimbledon",2013,"Monica Puig","Eva Birnerova",65,152,19.7399041752,"PUR",FALSE,99,16,2,88,13,1,"R32","Eva Birnerova","Monica Puig","2013-wimbledon-2309","Monica Puig","Eva Birnerova","wta","wimbledon","Week 1",88.5869565217391,85.5263157894737,7,5,35,34,15,15,21,21,4,3,10,7,20,22,58,54,92,95
"473","2013-W-SL-GBR-01A-2013:189","Wimbledon",2013,"Marion Bartoli","Camila Giorgi",15,93,28.7255304586,"FRA",FALSE,73,13,2,59,9,0,"R32","Camila Giorgi","Marion Bartoli","2013-wimbledon-2311","Marion Bartoli","Camila Giorgi","wta","wimbledon","Week 1",88.2166666666667,99.8055555555556,1,0,20,24,5,5,5,5,6,4,8,7,12,18,36,35,60,72
"474","2013-W-SL-GBR-01A-2013:190","Wimbledon",2013,"Petra Kvitova","Ekaterina Makarova",8,27,23.2963723477,"CZE",FALSE,88,14,2,93,12,1,"R32","Ekaterina Makarova","Petra Kvitova","2013-wimbledon-2313","Petra Kvitova","Ekaterina Makarova","wta","wimbledon","Week 1",88.2087912087912,89.4555555555555,2,4,39,20,12,12,16,16,6,5,13,12,26,7,47,49,91,90
"475","2013-W-SL-GBR-01A-2013:191","Wimbledon",2013,"Carla Suarez Navarro","Eugenie Bouchard",18,66,24.8049281314,"ESP",FALSE,86,13,2,76,7,0,"R32","Carla Suarez Navarro","Eugenie Bouchard","2013-wimbledon-2314","Carla Suarez Navarro","Eugenie Bouchard","wta","wimbledon","Week 1",86.45,87.5975609756098,1,2,25,24,9,9,14,14,6,3,15,9,17,32,44,40,80,82
"476","2013-W-SL-GBR-01A-2013:193","Wimbledon",2013,"Sloane Stephens","Petra Cetkovska",17,196,20.2628336756,"USA",FALSE,96,13,2,103,16,1,"R32","Petra Cetkovska","Sloane Stephens","2013-wimbledon-2310","Sloane Stephens","Petra Cetkovska","wta","wimbledon","Week 1",91.6082474226804,86.1862745098039,3,0,16,18,8,8,16,16,4,6,12,11,29,30,53,59,97,102
"477","2013-W-SL-GBR-01A-2013:194","Wimbledon",2013,"Flavia Pennetta","Alize Cornet",166,31,31.3264887064,"ITA",FALSE,78,13,2,87,14,1,"R32","Alize Cornet","Flavia Pennetta","2013-wimbledon-2316","Alize Cornet","Flavia Pennetta","wta","wimbledon","Week 1",84.8255813953488,82.6708860759494,0,2,23,24,8,8,13,13,4,5,5,8,19,22,46,47,86,79
"478","2013-W-SL-GBR-01A-2013:197","Wimbledon",2013,"Sabine Lisicki","Serena Williams",24,1,23.7535934292,"GER",FALSE,96,13,2,99,12,1,"R16","Sabine Lisicki","Serena Williams","2013-wimbledon-2401","Serena Williams","Sabine Lisicki","wta","wimbledon","Week 2",96.5545454545454,99.6,10,7,35,25,11,11,22,22,5,5,8,16,25,23,58,47,110,85
"479","2013-W-SL-GBR-01A-2013:198","Wimbledon",2013,"Agnieszka Radwanska","Tsvetana Pironkova",4,72,24.3011635866,"POL",FALSE,103,16,2,93,12,1,"R16","Agnieszka Radwanska","Tsvetana Pironkova","2013-wimbledon-2403","Agnieszka Radwanska","Tsvetana Pironkova","wta","wimbledon","Week 2",82.5588235294118,90.3404255319149,3,5,39,52,29,29,42,42,4,2,12,6,11,27,64,55,102,94
"480","2013-W-SL-GBR-01A-2013:199","Wimbledon",2013,"Sloane Stephens","Monica Puig",17,65,20.2628336756,"USA",FALSE,102,17,2,90,12,1,"R16","Monica Puig","Sloane Stephens","2013-wimbledon-2405","Monica Puig","Sloane Stephens","wta","wimbledon","Week 2",90.5151515151515,92.8172043010753,6,1,25,23,7,7,12,12,5,3,12,8,31,22,59,50,99,93
"481","2013-W-SL-GBR-01A-2013:200","Wimbledon",2013,"Marion Bartoli","Karin Knapp",15,104,28.7255304586,"FRA",FALSE,59,12,2,40,5,0,"R16","Karin Knapp","Marion Bartoli","2013-wimbledon-2406","Marion Bartoli","Karin Knapp","wta","wimbledon","Week 2",78.7647058823529,84.8958333333333,1,2,12,9,2,2,2,2,5,1,7,2,13,16,33,22,51,48
"482","2013-W-SL-GBR-01A-2013:201","Wimbledon",2013,"Kaia Kanepi","Laura Robson",46,38,28.038329911,"EST",FALSE,84,14,2,79,11,0,"R16","Kaia Kanepi","Laura Robson","2013-wimbledon-2402","Laura Robson","Kaia Kanepi","wta","wimbledon","Week 2",88.8988764044944,91.8378378378378,9,9,28,27,7,7,11,11,2,1,5,3,18,24,58,48,89,74
"483","2013-W-SL-GBR-01A-2013:202","Wimbledon",2013,"Petra Kvitova","Carla Suarez Navarro",8,18,23.2963723477,"CZE",FALSE,72,13,2,68,9,0,"R16","Carla Suarez Navarro","Petra Kvitova","2013-wimbledon-2407","Petra Kvitova","Carla Suarez Navarro","wta","wimbledon","Week 2",90.3552631578947,87.765625,5,1,23,10,10,10,15,15,2,1,2,6,21,12,50,42,76,64
"484","2013-W-SL-GBR-01A-2013:203","Wimbledon",2013,"Kirsten Flipkens","Flavia Pennetta",20,166,27.4524298426,"BEL",FALSE,79,13,2,67,9,0,"R16","Flavia Pennetta","Kirsten Flipkens","2013-wimbledon-2408","Kirsten Flipkens","Flavia Pennetta","wta","wimbledon","Week 2",88.0857142857143,89.5789473684211,6,0,31,20,25,25,37,37,6,4,12,6,20,19,40,37,70,76
"485","2013-W-SL-GBR-01A-2013:205","Wimbledon",2013,"Sabine Lisicki","Kaia Kanepi",24,46,23.7535934292,"GER",FALSE,68,12,2,54,6,0,"QF","Kaia Kanepi","Sabine Lisicki","2013-wimbledon-2501","Sabine Lisicki","Kaia Kanepi","wta","wimbledon","Week 2",85.5535714285714,90.9090909090909,2,3,23,13,6,6,7,7,4,1,5,2,19,23,36,34,56,66
"486","2013-W-SL-GBR-01A-2013:206","Wimbledon",2013,"Marion Bartoli","Sloane Stephens",15,17,28.7255304586,"FRA",FALSE,76,13,2,59,9,0,"QF","Marion Bartoli","Sloane Stephens","2013-wimbledon-2503","Sloane Stephens","Marion Bartoli","wta","wimbledon","Week 2",89.056338028169,92.296875,0,3,6,21,6,6,8,8,6,4,12,8,12,19,41,29,71,64
"487","2013-W-SL-GBR-01A-2013:207","Wimbledon",2013,"Kirsten Flipkens","Petra Kvitova",20,8,27.4524298426,"BEL",FALSE,97,16,2,91,13,1,"QF","Kirsten Flipkens","Petra Kvitova","2013-wimbledon-2504","Petra Kvitova","Kirsten Flipkens","wta","wimbledon","Week 2",90.2359550561798,91.1414141414141,7,2,23,41,23,23,35,35,3,2,8,3,5,28,59,61,89,99
"488","2013-W-SL-GBR-01A-2013:208","Wimbledon",2013,"Agnieszka Radwanska","Na Li",4,6,24.3011635866,"POL",FALSE,122,17,2,117,14,1,"QF","Agnieszka Radwanska","Na Li","2013-wimbledon-2502","Agnieszka Radwanska","Na Li","wta","wimbledon","Week 2",81.1944444444444,90.4809160305343,0,1,32,58,15,15,20,20,5,4,16,10,18,40,61,70,108,131
"489","2013-W-SL-GBR-01A-2013:209","Wimbledon",2013,"Sabine Lisicki","Agnieszka Radwanska",24,4,23.7535934292,"GER",FALSE,115,17,2,111,17,1,"SF","Agnieszka Radwanska","Sabine Lisicki","2013-wimbledon-2601","Sabine Lisicki","Agnieszka Radwanska","wta","wimbledon","Week 2",91.2698412698413,84.87,9,1,60,21,28,28,38,38,6,6,14,14,46,10,72,57,126,100
"490","2013-W-SL-GBR-01A-2013:210","Wimbledon",2013,"Marion Bartoli","Kirsten Flipkens",15,20,28.7255304586,"FRA",FALSE,53,12,2,28,3,0,"SF","Kirsten Flipkens","Marion Bartoli","2013-wimbledon-2602","Marion Bartoli","Kirsten Flipkens","wta","wimbledon","Week 2",90.9772727272727,87.2162162162162,5,0,23,10,8,8,8,8,5,1,7,2,10,6,31,15,44,37
"491","2013-W-SL-GBR-01A-2013:211","Wimbledon",2013,"Marion Bartoli","Sabine Lisicki",15,24,28.7255304586,"FRA",FALSE,72,12,2,51,5,0,"F","Marion Bartoli","Sabine Lisicki","2013-wimbledon-2701","Sabine Lisicki","Marion Bartoli","wta","wimbledon","Week 2",85.8275862068966,88.1384615384615,2,6,15,21,10,10,15,15,5,2,13,8,14,25,38,31,58,65
"492","2013-W-SL-GBR-01A-2013:85","Wimbledon",2013,"Serena Williams","Mandy Minella",1,92,31.742642026,"USA",FALSE,60,12,2,31,4,0,"R128","Mandy Minella","Serena Williams","2013-wimbledon-2101","Serena Williams","Mandy Minella","wta","wimbledon","Week 1",99.6486486486486,93.0740740740741,7,1,25,5,7,7,9,9,5,1,6,1,11,6,30,24,37,54
"493","2013-W-SL-GBR-01A-2013:89","Wimbledon",2013,"Sabine Lisicki","Francesca Schiavone",24,45,23.7535934292,"GER",FALSE,66,12,2,45,3,0,"R128","Francesca Schiavone","Sabine Lisicki","2013-wimbledon-2105","Sabine Lisicki","Francesca Schiavone","wta","wimbledon","Week 1",91.2456140350877,88.8333333333333,5,1,25,6,7,7,8,8,4,0,8,3,17,8,38,26,57,54
"494","2013-W-SL-GBR-01A-2013:92","Wimbledon",2013,"Laura Robson","Maria Kirilenko",38,10,19.4223134839,"GBR",FALSE,62,12,2,48,7,0,"R128","Laura Robson","Maria Kirilenko","2013-wimbledon-2109","Maria Kirilenko","Laura Robson","wta","wimbledon","Week 1",90.9824561403509,93.3207547169811,8,2,31,8,5,5,8,8,3,1,6,2,17,4,40,31,57,53
"495","2013-W-SL-GBR-01A-2013:96","Wimbledon",2013,"Agnieszka Radwanska","Yvonne Meusburger",4,116,24.3011635866,"POL",FALSE,55,12,2,29,2,0,"R128","Agnieszka Radwanska","Yvonne Meusburger","2013-wimbledon-2117","Agnieszka Radwanska","Yvonne Meusburger","wta","wimbledon","Week 1",85.8,85.7948717948718,5,0,17,13,8,8,11,11,6,1,8,5,8,18,29,13,45,39
"496","2013-W-SL-GBR-01A-2013:98","Wimbledon",2013,"Madison Keys","Heather Watson",52,56,18.3490759754,"USA",FALSE,62,13,2,50,8,0,"R128","Heather Watson","Madison Keys","2013-wimbledon-2119","Heather Watson","Madison Keys","wta","wimbledon","Week 1",94.3148148148148,87.3965517241379,8,4,23,11,3,3,6,6,5,2,7,5,18,15,35,31,54,58
"497","2013-W-SL-USA-01A-2013:113","US Open",2013,"Serena Williams","Francesca Schiavone",1,54,31.9151266256,"USA",FALSE,52,12,2,23,1,0,"R128","Francesca Schiavone","Serena Williams","2013-usopen-2101","Serena Williams","Francesca Schiavone","wta","usopen","Week 1",91.4285714285714,69.95,1,0,13,3,6,6,8,8,6,0,9,0,8,18,25,13,35,40
"498","2013-W-SL-USA-01A-2013:115","US Open",2013,"Jamie Hampton","Lara Arruabarrena",26,87,23.6303901437,"USA",FALSE,66,12,2,52,6,0,"R128","Jamie Hampton","Lara Arruabarrena","2013-usopen-2105","Jamie Hampton","Lara Arruabarrena","wta","usopen","Week 1",91.0625,81.6851851851852,3,1,28,7,20,20,25,25,4,1,7,6,32,18,40,28,64,54
"499","2013-W-SL-USA-01A-2013:117","US Open",2013,"Venus Williams","Kirsten Flipkens",60,14,33.1909650924,"USA",FALSE,70,12,2,47,3,0,"R128","Kirsten Flipkens","Venus Williams","2013-usopen-2109","Kirsten Flipkens","Venus Williams","wta","usopen","Week 1",90.4590163934426,79.4642857142857,1,1,21,16,12,12,13,13,6,1,12,8,20,19,36,22,61,56
"500","2013-W-SL-USA-01A-2013:119","US Open",2013,"Carla Suarez Navarro","Lauren Davis",20,70,24.977412731,"ESP",FALSE,53,12,2,22,0,0,"R128","Carla Suarez Navarro","Lauren Davis","2013-usopen-2112","Lauren Davis","Carla Suarez Navarro","wta","usopen","Week 1",82.5625,72.9767441860465,1,0,9,6,0,0,4,4,6,0,12,2,12,26,25,15,32,43
"501","2013-W-SL-USA-01A-2013:120","US Open",2013,"Eugenie Bouchard","Karolina Pliskova",59,72,19.498973306,"CAN",FALSE,108,17,2,96,15,1,"R128","Eugenie Bouchard","Karolina Pliskova","2013-usopen-2115","Karolina Pliskova","Eugenie Bouchard","wta","usopen","Week 1",87.0340909090909,85.1465517241379,5,6,26,35,16,16,23,23,3,2,13,7,29,51,61,69,88,116
"502","2013-W-SL-USA-01A-2013:121","US Open",2013,"Angelique Kerber","Lucie Hradecka",9,82,25.6043805613,"GER",FALSE,60,12,2,31,2,0,"R128","Angelique Kerber","Lucie Hradecka","2013-usopen-2116","Lucie Hradecka","Angelique Kerber","wta","usopen","Week 1",75.75,81.7843137254902,0,3,11,20,3,3,5,5,5,0,8,0,6,31,30,21,40,51
"503","2013-W-SL-USA-01A-2013:125","US Open",2013,"Jelena Jankovic","Madison Keys",12,39,28.4900752909,"SRB",FALSE,60,12,2,46,7,0,"R128","Jelena Jankovic","Madison Keys","2013-usopen-2125","Jelena Jankovic","Madison Keys","wta","usopen","Week 1",92.7321428571429,91.38,1,4,8,15,7,7,12,12,2,0,3,2,21,32,42,32,56,50
"504","2013-W-SL-USA-01A-2013:131","US Open",2013,"Na Li","Olga Govortsova",6,88,31.4962354552,"CHN",FALSE,60,12,2,35,4,0,"R128","Na Li","Olga Govortsova","2013-usopen-2132","Olga Govortsova","Na Li","wta","usopen","Week 1",93.3333333333333,85.7678571428571,6,3,28,11,3,3,4,4,4,0,10,0,13,17,32,28,39,56
"505","2013-W-SL-USA-01A-2013:140","US Open",2013,"Simona Halep","Heather Watson",19,76,21.9137577002,"ROU",FALSE,94,16,2,80,12,1,"R128","Heather Watson","Simona Halep","2013-usopen-2144","Heather Watson","Simona Halep","wta","usopen","Week 1",81.5487804878049,84.9130434782609,5,1,16,23,11,11,14,14,7,5,13,8,42,60,47,45,82,92
"506","2013-W-SL-USA-01A-2013:141","US Open",2013,"Svetlana Kuznetsova","Mallory Burdette",29,96,28.1642710472,"RUS",FALSE,72,13,2,61,8,0,"R128","Mallory Burdette","Svetlana Kuznetsova","2013-usopen-2145","Svetlana Kuznetsova","Mallory Burdette","wta","usopen","Week 1",84.2631578947368,91.1184210526316,5,0,15,15,3,3,4,4,4,1,11,1,23,33,38,42,57,76
"507","2013-W-SL-USA-01A-2013:142","US Open",2013,"Shuai Peng","Yvonne Meusburger",37,64,27.6303901437,"CHN",FALSE,71,12,2,58,7,0,"R128","Shuai Peng","Yvonne Meusburger","2013-usopen-2146","Shuai Peng","Yvonne Meusburger","wta","usopen","Week 1",79.5593220338983,80.0142857142857,3,0,35,12,17,17,23,23,5,3,14,5,30,17,34,33,59,70
"508","2013-W-SL-USA-01A-2013:144","US Open",2013,"Sara Errani","Olivia Rogowska",5,151,26.3271731691,"ITA",FALSE,54,12,2,23,0,0,"R128","Olivia Rogowska","Sara Errani","2013-usopen-2148","Olivia Rogowska","Sara Errani","wta","usopen","Week 1",64.2051282051282,74.0263157894737,0,1,7,13,4,4,5,5,6,0,8,2,8,38,28,12,39,38
"509","2013-W-SL-USA-01A-2013:145","US Open",2013,"Petra Kvitova","Misaki Doi",10,92,23.4688569473,"CZE",FALSE,92,15,2,79,9,1,"R128","Misaki Doi","Petra Kvitova","2013-usopen-2149","Petra Kvitova","Misaki Doi","wta","usopen","Week 1",87.2121212121212,79.5,3,1,29,15,13,13,15,15,5,2,11,16,29,23,58,38,99,72
"510","2013-W-SL-USA-01A-2013:146","US Open",2013,"Bojana Jovanovski","Andrea Petkovic",58,46,21.6536618754,"SRB",FALSE,72,12,2,57,6,0,"R128","Andrea Petkovic","Bojana Jovanovski","2013-usopen-2150","Bojana Jovanovski","Andrea Petkovic","wta","usopen","Week 1",71.6133333333333,67.6296296296296,2,4,21,21,5,5,6,6,4,1,9,10,23,40,46,28,75,54
"511","2013-W-SL-USA-01A-2013:152","US Open",2013,"Victoria Duval","Samantha Stosur",296,11,17.7385352498,"USA",FALSE,118,17,2,111,15,1,"R128","Samantha Stosur","Victoria Duval","2013-usopen-2156","Victoria Duval","Samantha Stosur","wta","usopen","Week 1",80.6239316239316,81.4732142857143,0,9,23,29,8,8,17,17,6,5,13,16,35,56,68,62,117,112
"512","2013-W-SL-USA-01A-2013:153","US Open",2013,"Ana Ivanovic","Anna Tatishvili",15,115,25.8042436687,"SRB",FALSE,60,12,2,36,2,0,"R128","Ana Ivanovic","Anna Tatishvili","2013-usopen-2157","Ana Ivanovic","Anna Tatishvili","wta","usopen","Week 1",89.3617021276596,82.2244897959184,2,0,16,8,4,4,7,7,7,2,9,5,17,22,28,17,47,49
"513","2013-W-SL-USA-01A-2013:156","US Open",2013,"Alize Cornet","Maria Joao Koehler",28,125,23.5920602327,"FRA",FALSE,69,12,2,50,5,0,"R128","Alize Cornet","Maria Joao Koehler","2013-usopen-2161","Alize Cornet","Maria Joao Koehler","wta","usopen","Week 1",83.3962264150943,77.530303030303,0,1,8,13,5,5,6,6,4,1,7,4,20,47,37,34,53,66
"514","2013-W-SL-USA-01A-2013:158","US Open",2013,"Victoria Azarenka","Dinah Pfizenmaier",2,99,24.0711841205,"BLR",FALSE,61,12,2,34,0,0,"R128","Dinah Pfizenmaier","Victoria Azarenka","2013-usopen-2164","Dinah Pfizenmaier","Victoria Azarenka","wta","usopen","Week 1",84.5121951219512,89.8703703703704,1,3,14,15,2,2,4,4,6,0,14,3,10,27,28,21,41,54
"515","2013-W-SL-USA-01A-2013:159","US Open",2013,"Sloane Stephens","Mandy Minella",16,110,20.4353182752,"USA",FALSE,123,17,2,112,15,1,"R128","Mandy Minella","Sloane Stephens","2013-usopen-2108","Mandy Minella","Sloane Stephens","wta","usopen","Week 1",86.352,87.2818181818182,6,1,38,15,10,10,17,17,4,4,9,15,55,37,74,61,125,110
"516","2013-W-SL-USA-01A-2013:164","US Open",2013,"Sabine Lisicki","Vera Dushevina",18,126,23.9260780287,"GER",FALSE,78,13,2,60,8,0,"R128","Sabine Lisicki","Vera Dushevina","2013-usopen-2124","Vera Dushevina","Sabine Lisicki","wta","usopen","Week 1",68.8115942028985,75.9565217391304,5,1,30,11,6,6,11,11,5,3,12,7,30,29,44,35,69,69
"517","2013-W-SL-USA-01A-2013:166","US Open",2013,"Alexandra Dulgheru","Varvara Lepchenko",214,35,24.2409308693,"ROU",FALSE,115,19,2,103,15,1,"R128","Alexandra Dulgheru","Varvara Lepchenko","2013-usopen-2158","Varvara Lepchenko","Alexandra Dulgheru","wta","usopen","Week 1",80.8888888888889,84.009900990099,0,2,26,25,10,10,15,15,5,3,9,10,42,55,70,56,117,101
"518","2013-W-SL-USA-01A-2013:177","US Open",2013,"Serena Williams","Galina Voskoboeva",1,77,31.9151266256,"USA",FALSE,60,12,2,36,3,0,"R64","Galina Voskoboeva","Serena Williams","2013-usopen-2201","Serena Williams","Galina Voskoboeva","wta","usopen","Week 1",91.0888888888889,83.921568627451,4,3,16,15,4,4,6,6,5,0,7,1,13,19,32,23,45,51
"519","2013-W-SL-USA-01A-2013:178","US Open",2013,"Jamie Hampton","Kristina Mladenovic",26,36,23.6303901437,"USA",FALSE,90,13,2,79,9,0,"R64","Jamie Hampton","Kristina Mladenovic","2013-usopen-2203","Jamie Hampton","Kristina Mladenovic","wta","usopen","Week 1",84,79.1413043478261,1,5,23,27,4,4,8,8,6,4,16,12,33,46,42,44,77,92
"520","2013-W-SL-USA-01A-2013:179","US Open",2013,"Sloane Stephens","Urszula Radwanska",16,38,20.4353182752,"USA",FALSE,54,12,2,25,2,0,"R64","Sloane Stephens","Urszula Radwanska","2013-usopen-2204","Urszula Radwanska","Sloane Stephens","wta","usopen","Week 1",90.7222222222222,79.9069767441861,2,0,24,5,5,5,8,8,5,0,10,0,11,15,28,17,36,43
"521","2013-W-SL-USA-01A-2013:180","US Open",2013,"Carla Suarez Navarro","Coco Vandeweghe",20,191,24.977412731,"ESP",FALSE,59,12,2,40,7,0,"R64","Carla Suarez Navarro","Coco Vandeweghe","2013-usopen-2206","Coco Vandeweghe","Carla Suarez Navarro","wta","usopen","Week 1",86.1,87.1020408163265,0,2,6,18,7,7,9,9,4,2,6,2,14,37,34,24,50,49
"522","2013-W-SL-USA-01A-2013:182","US Open",2013,"Angelique Kerber","Eugenie Bouchard",9,59,25.6043805613,"GER",FALSE,98,14,2,96,13,1,"R64","Angelique Kerber","Eugenie Bouchard","2013-usopen-2208","Eugenie Bouchard","Angelique Kerber","wta","usopen","Week 1",77.6444444444444,81.9519230769231,2,2,28,41,24,24,32,32,7,6,18,14,27,43,48,54,90,104
