"","match_id.x","tournament","year","winner_name","loser_name","winner_rank","loser_rank","winner_age","winner_ioc","Retirement","w_pointswon","w_gameswon","w_setswon","l_pointswon","l_gameswon","l_setswon","round","a1","a2","match_id.y","player1","player2","Tour","slam","week","w_ave_serve_speed","l_ave_serve_speed","w_n_aces","l_n_aces","w_n_winners","l_n_winners","w_n_netpt_w","l_n_netpt_w","w_n_netpt","l_n_netpt","w_n_bp_w","l_n_bp_w","w_n_bp","l_n_bp","w_n_ue","l_n_ue","w_n_sv_w","l_n_sv_w","w_n_sv","l_n_sv"
"389","2013-W-SL-FRA-01A-2013:154","French Open",2013,"Angelique Kerber","Jana Cepelova",8,69,25.3552361396,"GER",FALSE,63,12,2,38,4,0,"R64","Angelique Kerber","Jana Cepelova","2013-frenchopen-2208","Jana Cepelova","Angelique Kerber","wta","frenchopen","Week 1",77.8103448275862,75.7674418604651,1,1,13,13,4,4,7,7,6,2,7,8,18,28,35,15,58,43
"390","2013-W-SL-FRA-01A-2013:155","French Open",2013,"Agnieszka Radwanska","Mallory Burdette",4,80,24.2245037645,"POL",FALSE,61,12,2,40,5,0,"R64","Agnieszka Radwanska","Mallory Burdette","2013-frenchopen-2209","Agnieszka Radwanska","Mallory Burdette","wta","frenchopen","Week 1",83.1730769230769,91.6938775510204,2,1,14,23,3,3,5,5,5,2,8,5,5,28,34,22,52,49
"391","2013-W-SL-FRA-01A-2013:161","French Open",2013,"Maria Kirilenko","Ashleigh Barty",12,183,26.3353867214,"RUS",FALSE,55,12,2,31,4,0,"R64","Ashleigh Barty","Maria Kirilenko","2013-frenchopen-2220","Ashleigh Barty","Maria Kirilenko","wta","frenchopen","Week 1",33.8409090909091,38.9761904761905,4,0,21,17,2,2,3,3,5,1,7,1,7,16,31,18,44,42
"392","2013-W-SL-FRA-01A-2013:162","French Open",2013,"Francesca Schiavone","Kirsten Flipkens",50,21,32.9253935661,"ITA",FALSE,110,16,2,98,10,1,"R64","Francesca Schiavone","Kirsten Flipkens","2013-frenchopen-2222","Francesca Schiavone","Kirsten Flipkens","wta","frenchopen","Week 1",77.5188679245283,80.1372549019608,1,1,39,33,26,26,36,36,9,6,18,17,39,40,54,46,106,102
"393","2013-W-SL-FRA-01A-2013:164","French Open",2013,"Victoria Azarenka","Annika Beck",3,62,23.8220396988,"BLR",FALSE,67,12,2,54,7,0,"R64","Annika Beck","Victoria Azarenka","2013-frenchopen-2224","Annika Beck","Victoria Azarenka","wta","frenchopen","Week 1",81.9464285714286,85.4923076923077,1,1,26,16,1,1,2,2,6,3,11,9,26,23,31,29,56,65
"394","2013-W-SL-FRA-01A-2013:165","French Open",2013,"Petra Kvitova","Shuai Peng",7,23,23.2197125257,"CZE",FALSE,66,12,2,49,7,0,"R64","Petra Kvitova","Shuai Peng","2013-frenchopen-2225","Petra Kvitova","Shuai Peng","wta","frenchopen","Week 1",84.5454545454545,88.6833333333333,4,0,30,9,9,9,10,10,6,3,11,5,26,18,33,27,55,60
"395","2013-W-SL-FRA-01A-2013:166","French Open",2013,"Jelena Jankovic","Garbine Muguruza",18,72,28.2409308693,"SRB",FALSE,58,12,2,34,3,0,"R64","Garbine Muguruza","Jelena Jankovic","2013-frenchopen-2227","Jelena Jankovic","Garbine Muguruza","wta","frenchopen","Week 1",87.125,77.8461538461538,3,0,10,12,2,2,5,5,6,1,12,2,12,29,27,21,40,52
"396","2013-W-SL-FRA-01A-2013:167","French Open",2013,"Samantha Stosur","Kristina Mladenovic",9,46,29.158110883,"AUS",FALSE,74,12,2,64,7,0,"R64","Kristina Mladenovic","Samantha Stosur","2013-frenchopen-2228","Kristina Mladenovic","Samantha Stosur","wta","frenchopen","Week 1",92.7014925373134,87.6197183098592,0,6,26,25,5,5,10,10,2,0,10,1,22,22,46,43,67,71
"397","2013-W-SL-FRA-01A-2013:168","French Open",2013,"Marina Erakovic","Dominika Cibulkova",92,16,25.2238193018,"NZL",FALSE,90,14,2,88,12,1,"R64","Dominika Cibulkova","Marina Erakovic","2013-frenchopen-2229","Dominika Cibulkova","Marina Erakovic","wta","frenchopen","Week 1",89.0459770114943,83.4285714285714,2,2,38,17,6,6,8,8,6,5,11,8,38,31,46,47,87,91
"398","2013-W-SL-FRA-01A-2013:169","French Open",2013,"Sloane Stephens","Vania King",17,128,20.1861738535,"USA",FALSE,57,12,2,36,4,0,"R64","Sloane Stephens","Vania King","2013-frenchopen-2230","Vania King","Sloane Stephens","wta","frenchopen","Week 1",82.0227272727273,75.469387755102,1,0,29,7,4,4,9,9,5,1,8,3,17,11,31,23,44,49
"399","2013-W-SL-FRA-01A-2013:171","French Open",2013,"Maria Sharapova","Eugenie Bouchard",2,77,26.1054072553,"RUS",FALSE,68,12,2,52,6,0,"R64","Eugenie Bouchard","Maria Sharapova","2013-frenchopen-2232","Eugenie Bouchard","Maria Sharapova","wta","frenchopen","Week 1",93.7,88.2666666666667,1,0,24,10,2,2,2,2,4,1,6,6,28,22,40,32,60,60
"400","2013-W-SL-FRA-01A-2013:172","French Open",2013,"Varvara Lepchenko","Elina Svitolina",25,90,27.0171115674,"USA",FALSE,71,13,2,56,7,0,"R64","Elina Svitolina","Varvara Lepchenko","2013-frenchopen-2207","Varvara Lepchenko","Elina Svitolina","wta","frenchopen","Week 1",74.5593220338983,82.8382352941177,1,0,32,11,10,10,13,13,5,3,11,3,31,23,35,32,59,68
"401","2013-W-SL-FRA-01A-2013:173","French Open",2013,"Monica Puig","Madison Keys",86,58,19.6632443532,"PUR",FALSE,79,13,2,68,10,0,"R64","Madison Keys","Monica Puig","2013-frenchopen-2213","Monica Puig","Madison Keys","wta","frenchopen","Week 1",88.013698630137,85.2297297297297,1,4,15,17,1,1,3,3,3,2,7,6,21,38,47,42,73,74
"402","2013-W-SL-FRA-01A-2013:175","French Open",2013,"Stefanie Voegele","Kaia Kanepi",56,26,23.2142368241,"SUI",FALSE,123,18,2,124,18,1,"R64","Kaia Kanepi","Stefanie Voegele","2013-frenchopen-2219","Kaia Kanepi","Stefanie Voegele","wta","frenchopen","Week 1",24.5891472868217,24.0508474576271,4,6,44,47,3,3,9,9,6,7,18,15,42,47,72,67,129,118
"403","2013-W-SL-FRA-01A-2013:181","French Open",2013,"Serena Williams","Sorana Cirstea",1,30,31.665982204,"USA",FALSE,61,12,2,33,2,0,"R32","Serena Williams","Sorana Cirstea","2013-frenchopen-2301","Serena Williams","Sorana Cirstea","wta","frenchopen","Week 1",93.8260869565217,83.9375,3,0,13,3,2,2,3,3,5,0,6,3,16,19,32,19,46,48
"404","2013-W-SL-FRA-01A-2013:182","French Open",2013,"Roberta Vinci","Petra Cetkovska",15,198,30.2696783025,"ITA",FALSE,91,14,2,80,9,1,"R32","Petra Cetkovska","Roberta Vinci","2013-frenchopen-2302","Petra Cetkovska","Roberta Vinci","wta","frenchopen","Week 1",81.3655913978495,81.0512820512821,4,1,34,29,7,7,17,17,6,4,12,13,25,37,50,37,93,78
"405","2013-W-SL-FRA-01A-2013:183","French Open",2013,"Agnieszka Radwanska","Dinah Pfizenmaier",4,127,24.2245037645,"POL",FALSE,69,12,2,56,7,0,"R32","Agnieszka Radwanska","Dinah Pfizenmaier","2013-frenchopen-2305","Agnieszka Radwanska","Dinah Pfizenmaier","wta","frenchopen","Week 1",80.9838709677419,86.2380952380952,1,1,10,24,8,8,12,12,3,1,6,3,17,48,42,36,62,63
"406","2013-W-SL-FRA-01A-2013:184","French Open",2013,"Ana Ivanovic","Virginie Razzano",14,178,25.5550992471,"SRB",FALSE,68,12,2,48,5,0,"R32","Ana Ivanovic","Virginie Razzano","2013-frenchopen-2306","Virginie Razzano","Ana Ivanovic","wta","frenchopen","Week 1",89.7142857142857,89.2641509433962,5,1,23,11,13,13,17,17,4,1,10,4,21,20,40,25,63,53
"407","2013-W-SL-FRA-01A-2013:185","French Open",2013,"Carla Suarez Navarro","Monica Puig",20,86,24.7282683094,"ESP",FALSE,82,13,2,68,9,0,"R32","Carla Suarez Navarro","Monica Puig","2013-frenchopen-2307","Monica Puig","Carla Suarez Navarro","wta","frenchopen","Week 1",0,0,3,1,21,21,5,5,10,10,5,3,10,5,29,31,47,36,79,71
"408","2013-W-SL-FRA-01A-2013:186","French Open",2013,"Sara Errani","Sabine Lisicki",5,34,26.0780287474,"ITA",FALSE,64,12,2,42,4,0,"R32","Sabine Lisicki","Sara Errani","2013-frenchopen-2308","Sabine Lisicki","Sara Errani","wta","frenchopen","Week 1",72.3035714285714,85.82,1,1,14,25,7,7,13,13,5,1,7,7,7,34,36,22,56,50
"409","2013-W-SL-FRA-01A-2013:188","French Open",2013,"Francesca Schiavone","Marion Bartoli",50,13,32.9253935661,"ITA",FALSE,63,12,2,41,3,0,"R32","Francesca Schiavone","Marion Bartoli","2013-frenchopen-2311","Marion Bartoli","Francesca Schiavone","wta","frenchopen","Week 1",81.1176470588235,83.4716981132076,0,1,32,9,3,3,12,12,5,1,9,3,14,19,32,22,51,53
"410","2013-W-SL-FRA-01A-2013:189","French Open",2013,"Victoria Azarenka","Alize Cornet",3,27,23.8220396988,"BLR",FALSE,99,16,2,84,10,1,"R32","Alize Cornet","Victoria Azarenka","2013-frenchopen-2312","Alize Cornet","Victoria Azarenka","wta","frenchopen","Week 1",80.7938144329897,87.5581395348837,0,3,41,28,5,5,6,6,9,6,20,16,31,32,51,38,97,86
"411","2013-W-SL-FRA-01A-2013:190","French Open",2013,"Jelena Jankovic","Samantha Stosur",18,9,28.2409308693,"SRB",FALSE,90,15,2,87,13,1,"R32","Jelena Jankovic","Samantha Stosur","2013-frenchopen-2314","Jelena Jankovic","Samantha Stosur","wta","frenchopen","Week 1",87.3068181818182,87.752808988764,4,2,16,28,10,10,17,17,5,4,12,7,24,39,52,51,88,89
"412","2013-W-SL-FRA-01A-2013:191","French Open",2013,"Maria Sharapova","Jie Zheng",2,43,26.1054072553,"RUS",FALSE,76,13,2,58,6,0,"R32","Jie Zheng","Maria Sharapova","2013-frenchopen-2316","Jie Zheng","Maria Sharapova","wta","frenchopen","Week 1",85.5074626865672,85.865671641791,3,0,25,8,1,1,1,1,8,4,8,11,34,24,35,26,67,67
"413","2013-W-SL-FRA-01A-2013:192","French Open",2013,"Svetlana Kuznetsova","Bojana Jovanovski",39,47,27.9151266256,"RUS",FALSE,77,13,2,64,10,0,"R32","Bojana Jovanovski","Svetlana Kuznetsova","2013-frenchopen-2303","Bojana Jovanovski","Svetlana Kuznetsova","wta","frenchopen","Week 1",0,0,7,1,24,21,4,4,5,5,4,3,7,3,24,21,40,41,63,78
"414","2013-W-SL-FRA-01A-2013:193","French Open",2013,"Angelique Kerber","Varvara Lepchenko",8,25,25.3552361396,"GER",FALSE,110,18,2,101,15,1,"R32","Angelique Kerber","Varvara Lepchenko","2013-frenchopen-2304","Varvara Lepchenko","Angelique Kerber","wta","frenchopen","Week 1",81.2710280373832,83.1442307692308,2,1,24,46,14,14,19,19,5,3,10,8,24,45,66,60,107,104
"415","2013-W-SL-FRA-01A-2013:194","French Open",2013,"Maria Kirilenko","Stefanie Voegele",12,56,26.3353867214,"RUS",FALSE,91,14,2,79,11,0,"R32","Maria Kirilenko","Stefanie Voegele","2013-frenchopen-2310","Stefanie Voegele","Maria Kirilenko","wta","frenchopen","Week 1",91.2727272727273,84.9032258064516,2,0,30,25,16,16,22,22,4,3,9,7,28,38,47,49,77,93
"416","2013-W-SL-FRA-01A-2013:195","French Open",2013,"Jamie Hampton","Petra Kvitova",54,7,23.3812457221,"USA",FALSE,73,13,2,57,7,0,"R32","Jamie Hampton","Petra Kvitova","2013-frenchopen-2313","Petra Kvitova","Jamie Hampton","wta","frenchopen","Week 1",82.4915254237288,89.4366197183099,4,2,13,21,8,8,14,14,5,3,11,4,18,33,36,34,59,71
"417","2013-W-SL-FRA-01A-2013:196","French Open",2013,"Sloane Stephens","Marina Erakovic",17,92,20.1861738535,"USA",FALSE,102,18,2,93,14,1,"R32","Marina Erakovic","Sloane Stephens","2013-frenchopen-2315","Marina Erakovic","Sloane Stephens","wta","frenchopen","Week 1",88.7909090909091,89.7411764705882,2,4,30,31,10,10,12,12,5,3,6,9,33,44,69,52,110,85
"418","2013-W-SL-FRA-01A-2013:197","French Open",2013,"Serena Williams","Roberta Vinci",1,15,31.665982204,"USA",FALSE,64,12,2,43,4,0,"R16","Roberta Vinci","Serena Williams","2013-frenchopen-2401","Serena Williams","Roberta Vinci","wta","frenchopen","Week 2",93.76,87.0350877192982,5,1,32,13,11,11,16,16,4,0,10,1,21,12,36,29,50,57
"419","2013-W-SL-FRA-01A-2013:198","French Open",2013,"Svetlana Kuznetsova","Angelique Kerber",39,8,27.9151266256,"RUS",FALSE,108,16,2,100,13,1,"R16","Angelique Kerber","Svetlana Kuznetsova","2013-frenchopen-2402","Svetlana Kuznetsova","Angelique Kerber","wta","frenchopen","Week 2",86.8867924528302,81.3333333333333,3,0,48,37,16,16,26,26,5,4,12,13,37,31,63,57,106,102
"420","2013-W-SL-FRA-01A-2013:200","French Open",2013,"Victoria Azarenka","Francesca Schiavone",3,50,23.8220396988,"BLR",FALSE,61,12,2,35,3,0,"R16","Francesca Schiavone","Victoria Azarenka","2013-frenchopen-2406","Francesca Schiavone","Victoria Azarenka","wta","frenchopen","Week 2",86.4897959183673,83.6341463414634,1,2,19,9,7,7,11,11,8,2,12,6,14,20,28,13,49,41
"421","2013-W-SL-FRA-01A-2013:201","French Open",2013,"Maria Sharapova","Sloane Stephens",2,17,26.1054072553,"RUS",FALSE,72,12,2,54,7,0,"R16","Maria Sharapova","Sloane Stephens","2013-frenchopen-2408","Sloane Stephens","Maria Sharapova","wta","frenchopen","Week 2",90.5098039215686,95.2666666666667,1,1,17,15,2,2,3,3,4,1,12,3,20,25,37,40,51,75
"422","2013-W-SL-FRA-01A-2013:205","French Open",2013,"Serena Williams","Svetlana Kuznetsova",1,39,31.665982204,"USA",FALSE,92,15,2,75,10,1,"QF","Serena Williams","Svetlana Kuznetsova","2013-frenchopen-2501","Serena Williams","Svetlana Kuznetsova","wta","frenchopen","Week 2",90.7553191489362,79.8767123287671,4,1,37,19,10,10,17,17,6,4,16,9,28,24,54,35,94,73
"423","2013-W-SL-FRA-01A-2013:206","French Open",2013,"Maria Sharapova","Jelena Jankovic",2,18,26.1054072553,"RUS",FALSE,79,12,2,74,13,1,"QF","Jelena Jankovic","Maria Sharapova","2013-frenchopen-2504","Jelena Jankovic","Maria Sharapova","wta","frenchopen","Week 2",96.1428571428571,92.6265060240964,1,0,30,9,4,4,7,7,4,4,4,7,45,21,43,47,70,83
"424","2013-W-SL-FRA-01A-2013:207","French Open",2013,"Sara Errani","Agnieszka Radwanska",5,4,26.0780287474,"ITA",FALSE,80,13,2,72,10,0,"QF","Agnieszka Radwanska","Sara Errani","2013-frenchopen-2502","Agnieszka Radwanska","Sara Errani","wta","frenchopen","Week 2",72.2289156626506,82.0434782608696,0,2,30,27,14,14,22,22,6,5,7,11,25,27,44,33,83,69
"425","2013-W-SL-FRA-01A-2013:208","French Open",2013,"Victoria Azarenka","Maria Kirilenko",3,12,23.8220396988,"BLR",FALSE,73,13,2,63,8,0,"QF","Maria Kirilenko","Victoria Azarenka","2013-frenchopen-2503","Maria Kirilenko","Victoria Azarenka","wta","frenchopen","Week 2",89.3,90.7368421052632,0,2,25,17,6,6,9,9,5,3,11,4,18,18,36,39,60,76
"426","2013-W-SL-FRA-01A-2013:209","French Open",2013,"Serena Williams","Sara Errani",1,5,31.665982204,"USA",FALSE,52,12,2,16,1,0,"SF","Sara Errani","Serena Williams","2013-frenchopen-2601","Serena Williams","Sara Errani","wta","frenchopen","Week 2",96.969696969697,76.3714285714286,5,0,40,2,8,8,8,8,5,0,7,0,12,3,28,11,33,35
"427","2013-W-SL-FRA-01A-2013:210","French Open",2013,"Maria Sharapova","Victoria Azarenka",2,3,26.1054072553,"RUS",FALSE,87,14,2,77,11,1,"SF","Maria Sharapova","Victoria Azarenka","2013-frenchopen-2602","Victoria Azarenka","Maria Sharapova","wta","frenchopen","Week 2",85.6086956521739,93.9722222222222,12,3,42,15,6,6,8,8,6,5,10,10,39,22,51,36,92,72
"428","2013-W-SL-FRA-01A-2013:211","French Open",2013,"Serena Williams","Maria Sharapova",1,2,31.665982204,"USA",FALSE,71,12,2,56,8,0,"F","Maria Sharapova","Serena Williams","2013-frenchopen-2701","Serena Williams","Maria Sharapova","wta","frenchopen","Week 2",101.098039215686,90.7894736842105,10,2,29,10,9,9,10,10,4,2,15,2,21,17,35,40,51,76
"429","2013-W-SL-FRA-01A-2013:85","French Open",2013,"Serena Williams","Anna Tatishvili",1,74,31.665982204,"USA",FALSE,56,12,2,22,1,0,"R128","Anna Tatishvili","Serena Williams","2013-frenchopen-2101","Serena Williams","Anna Tatishvili","wta","frenchopen","Week 1",54.3333333333333,51.0666666666667,8,0,27,4,1,1,1,1,5,0,11,0,14,22,28,17,33,45
"430","2013-W-SL-FRA-01A-2013:86","French Open",2013,"Caroline Garcia","Yuliya Beygelzimer",114,205,19.6112251882,"FRA",FALSE,64,12,2,50,7,0,"R128","Caroline Garcia","Yuliya Beygelzimer","2013-frenchopen-2102","Yuliya Beygelzimer","Caroline Garcia","wta","frenchopen","Week 1",95.4814814814815,81.9322033898305,4,0,19,17,8,8,9,9,2,0,4,1,20,22,42,37,54,59
"431","2013-W-SL-FRA-01A-2013:87","French Open",2013,"Sorana Cirstea","Kiki Bertens",30,55,23.1375770021,"ROU",FALSE,108,18,2,96,14,1,"R128","Kiki Bertens","Sorana Cirstea","2013-frenchopen-2104","Kiki Bertens","Sorana Cirstea","wta","frenchopen","Week 1",0,0,3,3,22,31,7,7,13,13,7,5,13,10,37,54,61,54,103,101
"432","2013-W-SL-FRA-01A-2013:88","French Open",2013,"Galina Voskoboeva","Grace Min",123,209,28.4380561259,"KAZ",FALSE,97,17,2,92,15,1,"R128","Galina Voskoboeva","Grace Min","2013-frenchopen-2107","Galina Voskoboeva","Grace Min","wta","frenchopen","Week 1",0,0,3,1,38,31,12,12,18,18,8,7,14,10,30,19,48,51,89,100
"433","2013-W-SL-FRA-01A-2013:89","French Open",2013,"Caroline Wozniacki","Laura Robson",10,37,22.8774811773,"DEN",FALSE,66,12,2,43,5,0,"R128","Caroline Wozniacki","Laura Robson","2013-frenchopen-2109","Caroline Wozniacki","Laura Robson","wta","frenchopen","Week 1",89.4181818181818,85.4259259259259,3,4,11,25,1,1,1,1,5,2,7,5,10,39,35,23,55,54
"434","2013-W-SL-FRA-01A-2013:91","French Open",2013,"Magdalena Rybarikova","Pauline Parmentier",52,99,24.643394935,"SVK",FALSE,59,12,2,30,1,0,"R128","Magdalena Rybarikova","Pauline Parmentier","2013-frenchopen-2111","Pauline Parmentier","Magdalena Rybarikova","wta","frenchopen","Week 1",87.3513513513514,73.3846153846154,2,0,14,5,3,3,7,7,6,1,12,1,13,22,25,18,37,52
"435","2013-W-SL-FRA-01A-2013:92","French Open",2013,"Svetlana Kuznetsova","Ekaterina Makarova",39,22,27.9151266256,"RUS",FALSE,73,12,2,56,6,0,"R128","Ekaterina Makarova","Svetlana Kuznetsova","2013-frenchopen-2112","Svetlana Kuznetsova","Ekaterina Makarova","wta","frenchopen","Week 1",83.68,76.8481012658228,3,1,31,20,4,4,9,9,6,3,10,6,18,20,30,36,50,79
"436","2013-W-SL-FRA-01A-2013:95","French Open",2013,"Agnieszka Radwanska","Shahar Peer",4,140,24.2245037645,"POL",FALSE,58,12,2,32,2,0,"R128","Agnieszka Radwanska","Shahar Peer","2013-frenchopen-2117","Agnieszka Radwanska","Shahar Peer","wta","frenchopen","Week 1",84.0555555555556,77.8888888888889,1,1,13,17,5,5,6,6,6,1,14,2,8,24,26,22,36,54
"437","2013-W-SL-FRA-01A-2013:96","French Open",2013,"Mallory Burdette","Donna Vekic",80,88,22.3271731691,"USA",FALSE,62,12,2,56,7,0,"R128","Donna Vekic","Mallory Burdette","2013-frenchopen-2118","Mallory Burdette","Donna Vekic","wta","frenchopen","Week 1",0,0,1,1,27,12,6,6,8,8,5,3,7,7,17,13,38,28,66,52
"438","2013-W-SL-FRA-01A-2013:98","French Open",2013,"Ana Ivanovic","Petra Martic",14,108,25.5550992471,"SRB",FALSE,100,15,2,81,10,1,"R128","Ana Ivanovic","Petra Martic","2013-frenchopen-2124","Petra Martic","Ana Ivanovic","wta","frenchopen","Week 1",15.7157894736842,14.5813953488372,3,1,27,23,20,20,23,23,4,2,10,9,36,39,61,47,95,86
"439","2013-W-SL-FRA-01A-2013:99","French Open",2013,"Monica Puig","Nadia Petrova",86,11,19.6632443532,"PUR",FALSE,103,16,2,99,15,1,"R128","Monica Puig","Nadia Petrova","2013-frenchopen-2125","Nadia Petrova","Monica Puig","wta","frenchopen","Week 1",79.6915887850467,76.1473684210526,4,12,21,29,5,5,9,9,6,5,9,8,36,50,61,53,107,95
"440","2013-W-SL-GBR-01A-2013:101","Wimbledon",2013,"Karolina Pliskova","Nadia Petrova",77,16,21.2594113621,"CZE",FALSE,59,12,2,40,5,0,"R128","Karolina Pliskova","Nadia Petrova","2013-wimbledon-2124","Karolina Pliskova","Nadia Petrova","wta","wimbledon","Week 1",88.9795918367347,87.84,13,6,32,17,3,3,4,4,3,0,7,1,6,11,37,28,49,50
"441","2013-W-SL-GBR-01A-2013:102","Wimbledon",2013,"Roberta Vinci","Chanelle Scheepers",11,67,30.3463381246,"ITA",FALSE,63,12,2,40,3,0,"R128","Chanelle Scheepers","Roberta Vinci","2013-wimbledon-2125","Roberta Vinci","Chanelle Scheepers","wta","wimbledon","Week 1",85.6885245901639,88.0238095238095,4,0,23,16,11,11,13,13,5,1,7,10,6,20,38,17,61,42
"442","2013-W-SL-GBR-01A-2013:106","Wimbledon",2013,"Na Li","Michaella Krajicek",6,575,31.3237508556,"CHN",FALSE,61,12,2,39,2,0,"R128","Michaella Krajicek","Na Li","2013-wimbledon-2132","Michaella Krajicek","Na Li","wta","wimbledon","Week 1",68.5384615384615,84.625,2,1,29,7,7,7,10,10,5,0,7,3,12,8,35,22,52,48
"443","2013-W-SL-GBR-01A-2013:107","Wimbledon",2013,"Monica Puig","Sara Errani",65,5,19.7399041752,"PUR",FALSE,75,12,2,53,5,0,"R128","Monica Puig","Sara Errani","2013-wimbledon-2133","Sara Errani","Monica Puig","wta","wimbledon","Week 1",91,77.7647058823529,4,0,38,13,5,5,7,7,4,1,8,6,17,15,41,34,60,68
"444","2013-W-SL-GBR-01A-2013:109","Wimbledon",2013,"Lesia Tsurenko","Lara Arruabarrena",69,80,24.0684462697,"UKR",FALSE,59,12,2,41,4,0,"R128","Lara Arruabarrena","Lesia Tsurenko","2013-wimbledon-2135","Lara Arruabarrena","Lesia Tsurenko","wta","wimbledon","Week 1",0,0,2,1,18,4,3,3,4,4,3,0,6,0,17,3,24,22,33,41
"445","2013-W-SL-GBR-01A-2013:111","Wimbledon",2013,"Sloane Stephens","Jamie Hampton",17,25,20.2628336756,"USA",FALSE,67,12,2,54,6,0,"R128","Jamie Hampton","Sloane Stephens","2013-wimbledon-2137","Sloane Stephens","Jamie Hampton","wta","wimbledon","Week 1",92.258064516129,88.9661016949153,4,1,16,14,6,6,11,11,4,1,6,4,15,14,40,32,62,59
"446","2013-W-SL-GBR-01A-2013:112","Wimbledon",2013,"Andrea Petkovic","Pauline Parmentier",76,110,25.7905544148,"GER",FALSE,59,12,2,39,5,0,"R128","Andrea Petkovic","Pauline Parmentier","2013-wimbledon-2138","Pauline Parmentier","Andrea Petkovic","wta","wimbledon","Week 1",92.5208333333333,95.72,1,3,18,16,7,7,9,9,4,1,6,3,9,12,35,26,48,50
"447","2013-W-SL-GBR-01A-2013:118","Wimbledon",2013,"Karin Knapp","Lucie Hradecka",104,89,25.9904175222,"ITA",FALSE,63,12,2,53,7,0,"R128","Karin Knapp","Lucie Hradecka","2013-wimbledon-2146","Lucie Hradecka","Karin Knapp","wta","wimbledon","Week 1",0,0,6,1,17,7,2,2,5,5,1,0,1,3,16,11,28,17,41,28
"448","2013-W-SL-GBR-01A-2013:119","Wimbledon",2013,"Petra Kvitova","Coco Vandeweghe",8,108,23.2963723477,"CZE",FALSE,105,17,2,92,12,1,"R128","Coco Vandeweghe","Petra Kvitova","2013-wimbledon-2149","Petra Kvitova","Coco Vandeweghe","wta","wimbledon","Week 1",88.876404494382,96.6388888888889,2,5,32,24,13,13,21,21,5,3,15,9,31,25,57,60,89,108
"449","2013-W-SL-GBR-01A-2013:121","Wimbledon",2013,"Garbine Muguruza","Anne Keothavong",59,217,19.7097878166,"ESP",FALSE,66,12,2,44,4,0,"R128","Anne Keothavong","Garbine Muguruza","2013-wimbledon-2151","Garbine Muguruza","Anne Keothavong","wta","wimbledon","Week 1",90.1153846153846,89.9655172413793,3,2,23,10,12,12,16,16,4,0,9,1,16,14,37,29,52,58
"450","2013-W-SL-GBR-01A-2013:124","Wimbledon",2013,"Jelena Jankovic","Johanna Konta",14,137,28.3175906913,"SRB",FALSE,70,13,2,54,7,0,"R128","Jelena Jankovic","Johanna Konta","2013-wimbledon-2157","Jelena Jankovic","Johanna Konta","wta","wimbledon","Week 1",93.2542372881356,79.7076923076923,2,1,23,21,8,8,9,9,3,0,5,2,13,25,43,38,59,65
"451","2013-W-SL-GBR-01A-2013:130","Wimbledon",2013,"Flavia Pennetta","Elena Baltacha",166,167,31.3264887064,"ITA",FALSE,62,12,2,47,5,0,"R128","Elena Baltacha","Flavia Pennetta","2013-wimbledon-2163","Elena Baltacha","Flavia Pennetta","wta","wimbledon","Week 1",83.0196078431373,93.7719298245614,4,0,22,12,7,7,10,10,4,1,5,1,14,10,33,29,51,57
"452","2013-W-SL-GBR-01A-2013:131","Wimbledon",2013,"Victoria Azarenka","Maria Joao Koehler",2,106,23.8986995209,"BLR",FALSE,74,12,2,51,3,0,"R128","Maria Joao Koehler","Victoria Azarenka","2013-wimbledon-2164","Maria Joao Koehler","Victoria Azarenka","wta","wimbledon","Week 1",77.5614035087719,84.6029411764706,3,2,25,19,3,3,4,4,6,2,16,7,14,18,35,29,57,68
"453","2013-W-SL-GBR-01A-2013:136","Wimbledon",2013,"Maria Sharapova","Kristina Mladenovic",3,37,26.1820670773,"RUS",FALSE,76,13,2,63,9,0,"R128","Kristina Mladenovic","Maria Sharapova","2013-wimbledon-2148","Kristina Mladenovic","Maria Sharapova","wta","wimbledon","Week 1",98.9545454545455,82.9178082191781,5,6,27,18,7,7,9,9,1,0,8,1,18,20,49,46,66,73
"454","2013-W-SL-GBR-01A-2013:138","Wimbledon",2013,"Ana Ivanovic","Virginie Razzano",12,158,25.6317590691,"SRB",FALSE,68,13,2,46,6,0,"R128","Ana Ivanovic","Virginie Razzano","2013-wimbledon-2156","Virginie Razzano","Ana Ivanovic","wta","wimbledon","Week 1",90.7090909090909,89.3559322033898,6,1,17,17,7,7,12,12,4,1,5,1,7,15,39,30,55,59
"455","2013-W-SL-GBR-01A-2013:149","Wimbledon",2013,"Serena Williams","Caroline Garcia",1,100,31.742642026,"USA",FALSE,63,12,2,41,5,0,"R64","Caroline Garcia","Serena Williams","2013-wimbledon-2201","Serena Williams","Caroline Garcia","wta","wimbledon","Week 1",103.780487804878,99.968253968254,9,3,30,15,5,5,8,8,4,0,9,0,9,5,33,33,41,63
"456","2013-W-SL-GBR-01A-2013:151","Wimbledon",2013,"Sabine Lisicki","Elena Vesnina",24,22,23.7535934292,"GER",FALSE,63,12,2,40,4,0,"R64","Elena Vesnina","Sabine Lisicki","2013-wimbledon-2203","Sabine Lisicki","Elena Vesnina","wta","wimbledon","Week 1",94.9333333333333,93.8604651162791,4,2,24,10,6,6,8,8,5,1,6,4,10,17,38,18,60,43
