pitch_type,release_speed,release_spin_rate,plate_x,plate_z,type,balls,strikes,events
FF,96,2507,0.2676,3.5522,B,0,1,NA
FF,95.6,2417,-0.427,2.1953,S,0,0,NA
FF,97.1,2425,0.3742,3.2467,X,1,2,field_out
SL,92.5,2462,1.0293,0.8396,S,1,1,NA
FF,97.3,2449,1.5116,2.0559,B,0,1,NA
SL,92.6,2358,0.8247,1.4238,S,0,0,NA
FF,97.4,2548,0.6658,3.3072,X,0,0,single
FF,97.9,2526,0.1766,2.2624,S,2,2,strikeout
FF,97.9,2340,-0.1354,2.8365,S,2,2,NA
SL,93.2,2417,0.7651,2.1527,S,2,1,NA
CH,91.4,1734,0.6009,0.5002,B,1,1,NA
FF,97.3,2422,0.7113,2.0815,S,1,0,NA
CH,90.7,1818,0.5948,0.1356,B,0,0,NA
CH,92.2,1724,0.2701,0.0018,B,3,2,walk
FT,98,2406,0.9413,2.7024,S,3,2,NA
FT,98.4,2426,0.9142,1.4996,B,2,2,NA
FT,97,2260,-1.2607,2.8751,S,2,1,NA
FT,97.1,2267,-1.4628,3.8266,B,1,1,NA
FT,97.4,2283,-1.4446,2.6408,B,0,1,NA
FF,98.5,2368,-0.0823,2.2337,S,0,0,NA
FF,97.3,2406,-0.0436,3.3217,S,0,2,strikeout
FF,98.6,2314,0.2382,2,S,0,2,NA
FF,97.5,2298,-0.0175,2.4233,S,0,1,NA
FF,96.4,2330,-0.7748,2.7273,S,0,0,NA
CU,84.1,2551,2.1343,-0.0975,S,1,2,strikeout
FF,95.2,2232,0.5556,2.9549,S,1,1,NA
CH,88.1,1695,0.4025,0.4219,B,0,1,NA
SL,89.4,2336,1.6029,3.0046,S,0,0,NA
FF,95,2264,1.3225,2.3329,S,3,2,strikeout_double_play
CH,87.1,1604,-0.6543,2.7528,S,3,2,NA
FT,95.1,2082,0.9425,2.6566,B,2,2,NA
CU,80.7,2452,0.6205,1.7421,S,2,1,NA
CH,86.5,1672,-1.0945,3.8691,B,1,1,NA
SL,89.9,2380,1.3288,0.1811,B,0,1,NA
CH,86.5,1462,-0.3242,2.1965,S,0,0,NA
SL,90,2431,0.8558,1.9225,X,0,1,single
FF,94.7,2213,0.3912,3.4144,S,0,0,NA
CU,84.8,2498,0.6221,1.3778,X,0,2,field_out
SL,91.5,2481,0.8567,2.0379,S,0,1,NA
FT,96.1,2122,-0.21560000000000001,2.047,S,0,0,NA
FF,96.5,2116,0.2857,2.7042,X,2,2,field_out
FF,96.2,2248,0.3684,2.8817,S,2,2,NA
CU,83.6,2467,0.3655,1.5043,S,2,1,NA
SL,91.2,2362,0.8713,1.6936,B,1,1,NA
SL,89.5,2427,0.8848,1.6762,B,0,1,NA
CU,81.9,2602,0.3761,1.2102,S,0,0,NA
CH,89.2,1629,0.7278,1.9934,S,2,2,strikeout
FT,93.7,2049,1.9277,3.3993,B,1,2,NA
FF,95.4,2195,-0.5184,4.3364,B,0,2,NA
FF,94.8,2235,-0.1336,2.953,S,0,1,NA
FF,94.5,2385,0.3688,2.2822,S,0,0,NA
CH,88.4,1757,0.1798,1.3669,S,3,2,strikeout
FT,96.2,2250,0.6524,1.7079,B,2,2,NA
SL,90.6,2417,2.0888,0.3366,B,1,2,NA
FT,96.2,2233,1.0379,1.28,B,0,2,NA
CH,89.5,1584,-0.2848,2.0864,S,0,1,NA
FF,95.1,2142,0.3713,2.9466,S,0,0,NA
CU,81.8,2459,-0.0896,2.2226,X,2,1,field_out
CH,88,1551,-1.1484,4.3392,B,1,1,NA
CH,88.3,1747,-1.2576,1.9959,B,0,1,NA
CU,81,2400,-0.6603,2.7576,S,0,0,NA
FT,96,2178,0.7733,2.2211,S,0,2,strikeout
CH,88,1740,-0.4609,1.9674,S,0,1,NA
CH,88.1,1517,0.4837,2.1926,S,0,0,NA
FF,96.2,2189,-0.2194,4.2645,S,3,2,strikeout
CU,85.3,2513,1.3754,1.6453,S,3,2,NA
FF,96.2,2388,1.8419,2.378,S,3,2,NA
SL,91.5,2315,-1.6199,4.0569,B,2,2,NA
CH,88.8,1640,-0.2551,1.7776,S,2,1,NA
SL,90.9,2342,0.9315,3.8664,B,1,1,NA
SL,90.8,2307,1.0193,4.5008,B,0,1,NA
SL,90.6,2421,1.2641,3.2069,S,0,0,NA
FT,95.1,2222,0.7961,2.9594,S,1,2,strikeout
CH,88,1654,-0.9659,1.6326,S,1,2,NA
CH,89.8,1537,-0.3251,0.4645,B,0,2,NA
FF,95.6,2018,-0.3288,2.4933,S,0,2,NA
FF,94.8,2175,-0.9858,2.7978,S,0,1,NA
CU,84.4,2466,-0.532,1.6809,S,0,0,NA
SL,90.1,2315,-0.411,2.0386,X,2,1,field_out
SL,90.8,2316,0.8154,1.4594,B,1,1,NA
FF,95.4,2114,0.5075,3.1843,S,1,0,NA
SL,90,2273,0.4016,1.2246,B,0,0,NA
FF,95.7,2323,0.4821,2.0355,X,1,2,single
FF,94.9,2181,-0.2549,3.0041,S,1,1,NA
FF,94.3,2193,-0.7783,3.5901,B,0,1,NA
FF,94.1,2158,-0.1831,2.3888,S,0,0,NA
FF,95.7,2139,0.1517,2.8598,S,0,2,strikeout
FF,95.7,2222,-0.8085,3.3971,S,0,1,NA
FF,95.1,2091,-0.4464,2.7736,S,0,0,NA
FT,94.8,2026,-0.2274,2.2584,X,0,1,field_out
CH,87.6,1625,-0.0798,2.8438,S,0,0,NA
CH,88.3,1652,0.586,1.6417,S,2,2,strikeout
SL,92.5,2369,1.1828,-0.2915,B,1,2,NA
CH,89,1651,0.3272,2.1022,S,1,1,NA
FT,95.9,2127,0.0538,1.4196,B,0,1,NA
FF,95.3,2298,0.029,3.4025,S,0,0,NA
FF,95.2,2163,-1.2531,3.5144,B,3,1,walk
CU,83.8,2611,-0.327,3.7152,B,2,1,NA
FF,95,2407,1.4043,3.0119,B,1,1,NA
SL,91.5,2477,0.6511,2.5313,S,1,0,NA
CH,87.6,1565,-0.9105,1.981,B,0,0,NA
FF,96.1,2285,0.5485,4.3281,B,1,1,caught_stealing_2b
FF,96.6,2236,1.0553,4.3459,B,0,1,NA
CU,84.5,2472,0.5859,1.735,S,0,0,NA
CH,88.9,1651,-0.0745,1.7741,S,1,2,strikeout
FF,95.9,2187,0.5306,3.8896,B,0,2,NA
FF,96.2,2204,0.1209,1.9411,S,0,1,NA
SL,92,2413,0.9975,2.0576,S,0,0,NA
CH,88.4,1615,-0.8588,1.2225,X,1,2,single
FF,97.2,2248,-1.0581,3.8813,B,0,2,NA
SL,91.8,2368,2.0336,2.5428,S,0,1,NA
CH,89.9,1756,-0.5874,2.9658,S,0,0,NA
FF,95.3,2327,-0.2892,2.5603,X,3,2,single
FT,96.6,2133,-0.0689,3.5827,B,2,2,NA
SL,91.8,2340,1.2106,1.0072,B,1,2,NA
SL,93,2515,1.6006,0.3783,B,0,2,NA
FF,97.5,2287,0.2501,2.8567,S,0,2,NA
FT,96.6,2202,-0.1049,2.4126,S,0,1,NA
FF,96.1,2274,0.0795,2.5677,S,0,0,NA
FT,96.6,2155,0.547,2.1292,X,1,2,field_out
FF,97,2302,-0.3561,3.1326,S,1,2,NA
FF,96.3,2193,-0.1783,4.6652,B,0,2,NA
SL,91.5,2411,0.8127,2.7138,S,0,1,NA
FF,96.5,2233,0.082,2.7602,S,0,0,NA
CH,89.7,1654,-1.0204,1.7077,X,1,2,field_out
FF,97,2222,-0.137,5.2343,B,0,2,NA
CH,91.3,1625,-0.8062,3.0027,S,0,1,NA
FF,96.5,2201,0.0464,3.0545,S,0,0,NA
CH,90.6,1675,-0.2778,2.184,X,1,0,field_out
CH,87.7,1580,-1.9361,4.3483,B,0,0,NA
CH,90.3,1674,-0.0857,1.285,X,1,1,field_out
FF,95.6,2280,-0.4927,4.335,B,0,1,NA
FT,94.9,2237,0.0228,2.5465,S,0,0,NA
FF,97.1,2330,-0.7391,2.9833,S,1,2,strikeout
FF,96.2,2358,0.2962,3.3704,S,1,1,NA
CU,81.6,2467,-0.3409,2.1609,S,1,0,NA
FF,95.8,2341,-1.2534,2.5193,B,0,0,NA
FT,95.2,2168,0.2758,2.4588,S,2,2,strikeout
FF,95.2,2200,0.9857,3.3098,S,2,1,NA
FF,96.5,2284,1.4549,1.9919,B,1,1,NA
FF,95.8,2418,-0.4419,2.5991,S,1,0,NA
SL,90,2404,1.2222,1.1689,B,0,0,NA
CH,88.8,1695,-0.174,1.5963,X,1,1,field_out
CU,82.1,2544,-0.6678,1.7436,S,1,0,NA
FF,93.9,2283,-1.5423,3.7903,B,0,0,NA
CU,82.8,2492,0.3116,2.5369,X,2,1,field_out
CH,90.7,1790,-0.0341,0.9164,B,1,1,NA
FF,95.8,2190,1.0609,2.9634,B,0,1,NA
CH,88.7,1689,-0.3583,1.782,S,0,0,NA
CH,89.9,1676,0.2526,2.1873,X,1,0,field_out
FF,96.1,2281,0.2934,3.6487,B,0,0,NA
FF,96.4,2269,0.6311,3.1885,X,2,2,field_out
CH,88.8,1633,-0.5164,2.8414,S,2,1,NA
CH,87.4,1630,-1.4616,3.5848,B,1,1,NA
CH,86.4,1590,-2.989,4.3835,B,0,1,NA
CU,80.6,2426,-0.1823,2.8933,S,0,0,NA
CH,88.9,1688,-0.9097,1.9494,S,1,2,strikeout
CH,89.9,1704,-1.2212,1.8159,S,1,1,NA
SL,92.3,2431,1.5093,2.0774,B,0,1,NA
SL,91.5,2305,0.5332,3.2155,S,0,0,NA
CU,82.5,2431,-0.4383,1.854,X,0,0,double
CH,89.5,1796,-0.324,2.6495,X,1,0,double
FF,95.7,2195,0.4773,3.6718,B,0,0,NA
FF,96.5,2240,-0.427,3.9832,S,1,2,strikeout
FF,96.2,2294,0.3656,2.1664,S,1,1,NA
FF,95.5,2188,0.6789,2.9945,S,1,0,NA
FF,95.9,2232,-0.6059,3.2133,B,0,0,NA
CH,90,1625,-0.415,1.3397,S,1,2,strikeout
SL,91.3,2378,2.2413,2.3249,B,0,2,NA
CH,90.2,1822,-0.333,2.3957,S,0,2,NA
CH,89.2,1724,-0.5464,1.7752,S,0,1,NA
FF,95.4,2157,0.4927,3.1929,S,0,0,NA
SL,93.4,2440,-0.0751,1.7379,X,0,2,field_out
CH,89.9,1701,-0.6051,1.9611,S,0,1,NA
CU,83.2,2470,-0.334,1.5076,S,0,0,NA
CH,90,1773,0.0586,1.3363,S,0,2,strikeout
CH,88.3,1623,-0.6613,1.8633,S,0,1,NA
CH,88.3,1522,-0.5171,1.5019,S,0,0,NA
CH,88.7,1774,0.6662,2.0981,X,1,0,force_out
CH,88.2,1679,1.1681,1.197,B,0,0,NA
SL,91.3,2455,0.7303,1.7715,X,0,0,single
SL,92,2534,-0.1048,1.1296,B,3,2,walk
CH,89.9,1690,-1.6685,2.4503,B,2,2,NA
CH,90.5,1727,0.6583,-0.1154,B,1,2,NA
CH,89.3,1679,-0.2613,2.4518,S,1,1,NA
CH,87.9,1700,-0.7721,2.7137,S,1,0,NA
CH,87.5,1612,-1.5457,3.3387,B,0,0,NA
CH,89.9,1685,0.2578,1.6477,X,1,2,double_play
SL,90.6,2279,-0.6781,2.8527,S,1,1,NA
FT,96.1,2172,0.5419,2.5577,S,1,0,NA
CH,88.1,1626,-1.0528,2.2229,B,0,0,NA
SL,91,2384,0.3005,2.3255,X,0,0,single
FF,95.7,2254,0.7348,2.3704,S,0,2,strikeout
FF,95.5,2231,-0.0579,2.8255,S,0,2,NA
FF,95.1,2172,0.3958,2.4605,S,0,1,NA
FF,94.2,2254,0.2942,3.1279,S,0,0,NA
FF,96.1,2239,-0.3847,4.0846,S,0,2,strikeout
FF,95.9,2322,-1.0971,2.6243,S,0,1,NA
CU,84.4,2418,0.1722,2.5049,S,0,0,NA
FF,96.7,2174,0.8865,2.7013,X,0,1,home_run
FF,96.7,2237,-0.5251,1.8259,S,0,0,NA
FF,96,2374,0.7577,2.7446,X,1,2,field_out
SL,91.2,2337,0.3388,3.4261,S,1,1,NA
FF,95.2,2238,0.4208,2.8516,S,1,0,NA
CU,82.9,2572,0.9758,0.321,B,0,0,NA
SL,91,2531,-0.046,1.4267,X,1,2,field_out
FT,95.3,2166,1.1584,3.7529,B,0,2,NA
CH,89.7,1633,0.0267,2.1065,S,0,1,NA
FF,95.3,2322,0.4296,2.3662,S,0,0,NA
FT,96.4,2224,0.0636,2.8834,X,1,1,field_out
FF,97.1,2268,-0.9231,3.7184,B,0,1,NA
CU,84,2573,0.7078,1.499,S,0,0,NA
FF,97.6,2489,0.3025,3.5883,X,2,2,single
FF,97.2,2411,0.3064,1.9894,S,2,1,NA
SL,92.8,2523,0.7589,1.1656,S,2,0,NA
SL,93,2538,-0.4832,1.4223,B,1,0,NA
CH,89.4,1771,-1.0772,2.3736,B,0,0,NA
CH,89.4,1722,-0.0886,2.7053,X,0,1,field_out
CH,91.4,1688,0.128,0.9514,S,0,0,NA
FT,96.3,2229,0.8096,2.4353,S,2,2,strikeout
FF,96,2301,0.0533,2.1674,S,2,1,NA
FF,95.6,2200,-1.0919,4.0698,B,1,1,NA
FF,96.2,2252,-0.3438,3.755,B,0,1,NA
FF,96.1,2261,0.7678,2.6572,S,0,0,NA
SL,91.5,2525,0.6936,2.5488,X,0,0,field_out
SL,91.9,2503,0.6551,2.6789,X,0,1,double
CH,87.8,1789,-1.1365,3.0937,S,0,0,NA
FT,96.1,2452,-0.5462,2.7172,X,1,1,field_out
FT,96,2315,-0.1533,1.9646,S,1,0,NA
SL,90.4,2539,0.0837,3.8207,B,0,0,NA
FF,95,2245,0.1298,1.9475,X,1,1,single
SL,90.6,2389,0.2564,2.7897,S,1,0,NA
SL,88.9,2402,0.5585,3.5984,B,0,0,NA
FT,95,2135,-0.2124,3.3937,X,0,0,sac_bunt
FF,95.6,2394,0.9265,2.078,X,0,2,single
CH,88.2,1623,-0.4561,1.5296,S,0,1,NA
CU,82.8,NA,0.989,2.484,S,0,0,NA
FT,96,2308,-0.2058,3.1253,X,0,1,field_out
CU,83.1,2445,1.1265,1.8465,S,0,0,NA
SL,92.2,2406,0.5778,2.8855,X,1,0,single
SL,91.3,2389,0.7968,1.8518,B,0,0,NA
SL,92.5,2453,0.9779,3.1482,X,0,1,single
CH,89.8,1799,-0.238,2.8892,S,0,0,NA
SL,91.6,2563,1.5798,1.9244,S,2,2,strikeout
CH,90.3,1892,0.3615,-0.4585,B,1,2,NA
FF,95.7,2220,-0.703,3.3327,S,1,2,NA
FT,95.8,2161,0.8581,2.5375,S,1,1,NA
FT,94.6,2186,-1.1311,2.2819,B,0,1,NA
CH,88.9,1887,0.1213,2.0143,S,0,0,NA
CH,88.5,1747,0.0923,2.8279,S,2,2,strikeout
CH,90.6,1776,0.6867,0.2739,B,1,2,NA
FF,96.9,2428,0.6081,2.936,S,1,2,NA
CH,86.3,1590,-2.0449,2.4972,B,0,2,NA
SL,91.7,2562,0.9964,2.2059,S,0,1,NA
CU,81.7,2503,-0.6532,2.2153,S,0,0,NA
FF,96.5,2451,0.406,2.5386,X,0,2,field_out
FF,96.7,2397,0.6894,2.1458,S,0,1,NA
FF,96.5,2432,0.2799,2.3204,S,0,0,NA
FT,96.4,2242,-0.6059,2.6111,X,0,2,field_out
FT,95.3,2238,0.1479,1.7423,S,0,1,NA
CH,88.7,1712,0.8617,2.7338,S,0,0,NA
FT,95.4,2377,-0.4404,2.1981,X,1,1,field_out
CU,82.6,2636,0.6722,3.2525,S,1,0,NA
FF,95.4,2466,0.968,3.6684,B,0,0,NA
FF,95.3,2234,0.2211,2.9443,X,0,1,field_out
SL,91.3,2397,0.5454,2.834,S,0,0,NA
SL,92.7,2495,1.3264,2.6094,X,0,2,fielders_choice_out
FF,97.3,2480,0.2597,3.7796,S,0,2,NA
FF,96,2450,0.107,3.0731,S,0,1,NA
FF,96.8,2479,0.5194,2.318,S,0,0,NA
SL,91.2,2539,0.315,3.5704,X,0,0,field_out
FF,96.7,2447,0.6794,1.7707,X,2,2,double
CU,83.7,2580,-0.0937,2.1712,S,2,1,NA
SL,91.3,2537,0.7033,3.9539,B,1,1,NA
CU,84,2556,0.3529,2.9258,S,1,0,NA
FF,95.5,2494,0.8098,4.1377,B,0,0,NA
CH,88.4,1639,0.4773,1.6419,X,3,2,field_out
SL,90.9,2432,1.8575,1.288,B,2,2,NA
CH,89.6,1778,0.8469,1.9674,S,2,1,NA
FF,96.2,2356,0.8058,1.7523,S,2,0,NA
SL,91.2,2397,-0.2315,3.8719,B,1,0,NA
FF,96.6,2431,1.2162,1.613,B,0,0,NA
FF,96.1,2533,0.6107,3.0767,X,0,0,single
CU,85.5,2723,0.6354,2.861,S,1,2,strikeout
FF,96.6,2530,0.7995,1.8105,S,1,1,NA
FF,96.2,2523,-0.3359,2.6139,S,1,0,NA
FF,96.3,2474,0.7554,1.4402,B,0,0,NA
SL,92.2,2658,0.3104,1.6717,X,3,2,field_out
FF,95.5,2463,0.077,2.5035,S,3,2,NA
SL,92,2629,1.5718,1.8601,B,2,2,NA
FF,96,2250,0.0493,2.6633,S,2,2,NA
FF,96.1,2458,0.5917,2.8681,S,2,2,NA
FT,96.2,2406,1.1522,2.8765,B,1,2,NA
CU,84,2582,0.807,1.9056,S,1,1,NA
SL,91.2,2517,1.5523,1.4282,B,0,1,NA
FF,94.9,2466,0.1576,3.2623,S,0,0,NA
FF,96.8,2452,0.43,2.4634,X,1,0,field_out
FF,96.6,2477,1.1991,1.9174,B,0,0,NA
FT,97,2314,-0.5782,2.0022,X,0,1,field_out
SL,92.2,2459,-0.2095,2.3382,S,0,0,NA
FF,96.5,2351,-0.1973,2.5388,X,2,1,field_out
FF,95.8,2348,0.5924,2.0222,S,2,0,NA
CU,83.4,2580,0.3313,1.2619,B,1,0,NA
FF,95,2285,0.2701,4.3616,B,0,0,NA
CH,90.1,1734,-0.0684,1.4533,S,2,2,strikeout
FF,95.9,2433,0.2613,4.2319,B,1,2,NA
FF,96.4,2452,-0.1141,4.3125,B,0,2,NA
FF,96.9,2401,0.4687,2.7709,S,0,1,NA
FF,96.7,2557,-0.1564,3.5943,S,0,0,NA
FF,96.8,2542,-0.6264,3.673,S,0,2,strikeout
FF,96.8,2377,0.574,3.0966,S,0,1,NA
FF,96.8,2257,-0.6699,3.469,S,0,0,NA
SL,92.5,2366,0.3221,2.0218,X,1,1,field_out
FT,96.6,2248,0.453,0.9984,B,0,1,NA
FF,96.7,2384,-0.2842,2.3926,S,0,0,NA
FF,97.5,2560,-0.0088,3.0467,X,0,2,single
FF,95.8,2548,0.1996,3.3704,S,0,1,NA
FF,96.4,2504,-0.7241,2.1446,S,0,0,NA
CU,83.8,2588,1.0758,1.781,S,2,2,strikeout
SL,92.2,2524,1.6995,2.0137,S,2,1,NA
CH,87.6,1575,-0.694,1.3028,B,1,1,NA
SL,91.5,2495,2.063,3.0111,B,0,1,NA
SL,93.4,2468,0.8428,3.5886,S,0,0,NA
FT,96.1,2253,0.1797,3.1512,X,1,2,double
CH,89.2,1684,-1.0041,2.1814,S,1,1,NA
CU,83.7,2558,0.2801,3.0771,S,1,0,NA
CU,83.8,2522,-1.1869,3.8263,B,0,0,NA
SL,91.8,2367,-0.6759,2.3934,X,1,2,field_out
CH,88.9,1617,-0.0516,-0.2136,B,0,2,NA
SL,90.3,2440,0.549,2.3158,S,0,1,NA
CH,87.7,1643,-0.5332,1.7033,S,0,0,NA
CH,88.7,1656,-0.9852,1.8241,X,1,2,field_out
FT,93.4,2172,0.0767,4.0384,B,0,2,NA
SL,90.9,2478,0.5783,2.1593,S,0,1,NA
SL,91.3,2457,0.3457,1.9648,S,0,0,NA
FF,96.4,2285,0.9632,2.6466,S,0,2,strikeout
CU,83.2,2573,-0.0765,2.0874,S,0,1,NA
CU,83.1,2479,1.017,1.8856,S,0,0,NA
SL,90.7,2431,0.4089,2.2701,X,1,2,field_out
SL,89.9,2493,1.0792,3.2497,B,0,2,NA
CH,87.3,1645,-0.4122,2.7847,S,0,2,NA
FT,95.4,2266,-0.6084,1.6147,S,0,1,NA
CU,83.6,NA,0.6528,2.5112,S,0,0,NA
CU,82,2429,-0.1427,2.6337,X,3,2,field_out
FT,96.2,2253,1.3492,2.5695,B,2,2,NA
SL,90.9,2385,0.8894,3.1146,B,1,2,NA
FF,95.3,2218,1.0204,3.5004,B,0,2,NA
SL,91.5,2326,0.6647,2.257,S,0,2,NA
CH,88.3,1616,-0.6923,2.2862,S,0,2,NA
FT,93.9,2177,-0.0943,2.4437,S,0,1,NA
CU,83.2,2380,-0.8086,2.2064,S,0,0,NA
SL,91.8,2548,-0.3051,1.5994,S,2,2,strikeout
SL,92,2450,-0.2319,0.6557,B,1,2,NA
CU,84.2,2506,1.644,1.8138,B,0,2,NA
SL,91.1,2457,0.8745,2.5941,S,0,1,NA
CH,88.8,1572,-0.5044,1.723,S,0,0,NA
FF,95.3,2313,0.9264,2.6516,X,2,2,field_out
CH,88.1,1523,0.0532,1.427,S,2,2,NA
SL,92.3,2499,0.9871,2.3543,S,2,1,NA
FT,95.3,2202,0.3972,1.4168,B,1,1,NA
CU,84.4,2462,1.4829,1.0429,S,1,0,NA
SL,91.5,2472,2.6288,1.5902,B,0,0,NA
SL,90.9,2321,0.4683,2.2819,X,0,0,field_error
FT,94.9,2218,-0.6519,2.5511,X,0,1,double
CU,83.2,2573,0.2981,2.1812,S,0,0,NA
FF,96.4,2390,0.4675,3.306,X,0,2,field_out
SL,90.8,2405,0.5225,2.1415,S,0,2,NA
FF,95.9,2329,0.6848,3.3902,S,0,1,NA
CU,82.9,2468,0.0339,2.8825,S,0,0,NA
SL,91.3,2403,-1.4388,2.2535,B,3,2,walk
FF,95.8,2373,-0.0053,4.1839,B,2,2,NA
FF,96.1,2379,0.1413,3.8704,B,1,2,NA
SL,90.6,2441,1.8017,0.909,B,0,2,NA
FF,95.7,2307,0.6659,3.0724,S,0,1,NA
FF,96.2,2373,0.4309,3.8282,S,0,0,NA
CU,84,NA,-0.0711,1.8184,S,1,2,strikeout
CU,81.6,2564,-0.0822,3.3983,S,1,1,NA
FF,95.4,2380,-0.3996,4.8234,B,0,1,NA
CU,80,2527,-0.134,2.816,S,0,0,NA
SL,91.6,2429,0.0763,2.4214,X,0,0,triple
FF,96.8,2343,0.318,3.2592,X,2,1,single
FF,95.9,2389,1.7569,3.9409,B,1,1,NA
FF,97.4,2456,1.2319,2.9824,S,1,0,NA
CH,89.8,1673,1.5219,0.782,B,0,0,NA
SL,92.1,2430,0.5413,2.9261,X,1,2,field_error
FF,96.7,2372,0.171,2.8559,S,1,1,NA
SL,92.7,2542,1.7028,0.8148,B,0,1,NA
SL,92.9,2451,-0.1116,1.861,S,0,0,NA
FF,96.5,2349,0.1375,1.9694,S,3,2,strikeout
SL,91.4,2485,0.5807,3.1415,S,3,1,NA
FF,96,2200,0.3559,2.8894,S,3,0,NA
CU,82.6,2538,-0.1887,3.6419,B,2,0,NA
CH,90.8,1567,-1.1539,3.0172,B,1,0,NA
FF,96.2,2345,1.3455,3.2954,B,0,0,NA
CH,90.7,1608,-0.0277,0.8088,S,1,2,strikeout
FF,97,2296,1.0171,3.2746,B,0,2,NA
FF,97.2,2261,-0.2508,3.5508,S,0,1,NA
SL,92.8,2465,0.8156,1.6015,S,0,0,NA
SL,92.5,2501,-0.39,2.5099,S,0,2,strikeout
FF,97.7,2391,0.6468,3.2044,S,0,1,NA
CU,84.3,2660,-0.1396,2.3853,S,0,0,NA
FF,97.9,2384,0.6337,2.6314,X,0,2,field_out
SL,93.8,2526,1.3693,2.014,S,0,1,NA
CU,83.8,2578,-0.319,2.2742,S,0,0,NA
FF,97.4,2433,-0.0224,2.4374,S,0,2,strikeout
FF,96.5,2368,0.182,2.2874,S,0,1,NA
FF,97,2356,-0.0437,2.4401,S,0,0,NA
FF,96.5,2352,0.9421,3.1103,X,1,2,field_out
SL,93,2486,1.2018,1.3584,S,1,1,NA
FF,96.3,2399,0.5412,2.9888,S,1,0,NA
FF,95.4,2402,-0.0497,3.8268,B,0,0,NA
SL,91,2485,0.1224,1.8983,X,0,0,field_out
FF,97.3,2434,1.253,2.8504,X,2,2,field_out
FF,97.4,2410,0.8828,2.5637,S,2,2,NA
FF,97.7,2369,1.5381,2.8525,B,1,2,NA
FF,97.7,2376,-0.5201,3.5941,B,0,2,NA
FF,97.3,2353,0.1725,3.6227,S,0,1,NA
FF,97.1,2292,-0.4966,3.0489,S,0,0,NA
SL,92.5,2410,0.7205,2.2142,X,0,0,grounded_into_double_play
FF,97.5,2251,0.8962,2.6627,X,0,0,single
FF,98.2,2337,-0.0744,2.8045,S,0,2,strikeout
FT,96.9,2274,-1.0252,2.514,S,0,1,NA
FF,98.4,2276,-0.4593,3.0496,S,0,0,NA
FF,98.4,2368,-1.0461,2.6572,S,1,2,strikeout
SL,92.6,2566,0.1473,1.3968,B,0,2,NA
FF,97.3,2311,-0.1115,2.4088,S,0,1,NA
FF,97.9,2427,-0.4188,1.9355,S,0,0,NA
FF,99,2439,0.5586,3.2772,X,1,2,field_out
FF,97.8,2334,0.0509,2.9193,S,1,1,NA
FF,97.9,2385,1.1646,2.2143,B,0,1,NA
FF,97.8,2339,-0.4409,1.9263,S,0,0,NA
FF,97.7,2389,-0.4029,3.8734,S,2,2,strikeout
SL,92.6,2550,0.1017,0.9063,S,2,1,NA
SL,93,2493,-0.5689,1.1905,B,1,1,NA
FT,96.9,2318,-1.0206,2.4091,S,1,0,NA
CH,92.2,1708,0.5855,0.7787,B,0,0,NA
FT,96.8,2280,-0.8158,2.5195,X,1,1,field_out
FT,96,2342,-0.5953,1.9134,S,1,0,NA
SL,91.2,2492,0.8662,3.0586,B,0,0,NA
SL,91,2523,-0.8586,1.6546,S,2,2,strikeout
CU,82.6,2509,-0.348,1.958,S,2,1,NA
CH,88.7,1758,-1.5268,2.6628,B,1,1,NA
CH,89,1693,-0.5995,0.2153,B,0,1,NA
CU,81.8,2482,0.077,2.7966,S,0,0,NA
FF,96.7,2317,0.7815,2.8324,X,0,2,field_out
FF,96.4,2336,0.4701,3.5788,S,0,1,NA
FF,95.8,2294,0.1504,3.3157,S,0,0,NA
CH,89,1763,-0.8141,2.6746,X,3,2,field_out
FF,97,2464,1.0827,3.5495,B,2,2,NA
SL,91.8,2400,-1.4088,2.4939,B,1,2,NA
FF,97.4,2504,-0.2888,4.2852,B,0,2,NA
FF,97,2430,0.6063,3.6923,S,0,1,NA
CU,81.7,2568,-0.6423,2.0261,S,0,0,NA
FT,96.5,2333,-0.8805,2.4202,X,1,1,single
SL,90.8,2605,0.5107,2.7618,S,1,0,NA
SL,91.6,2509,0.4562,0.6972,B,0,0,NA
CU,82.1,2560,0.4587,1.7103,X,2,2,field_out
FT,97.8,2364,1.1656,2.8202,B,1,2,NA
CU,85,2598,1.8135,0.6777,B,0,2,NA
SL,90.7,2485,1.4511,1.212,S,0,2,NA
FT,95.5,2218,0.0155,2.6358,S,0,1,NA
FF,95.1,2497,1.04,2.2809,S,0,0,NA
SL,92.5,2477,-0.8276,2.0889,S,2,2,strikeout
FF,97.6,2364,0.6649,3.9741,B,1,2,NA
SL,92.5,2368,-1.3639,1.3123,B,0,2,NA
CH,88.7,1723,-0.8352,2.2619,S,0,1,NA
CH,89.5,1602,-0.2217,2.6092,S,0,0,NA
SL,91.6,2299,-0.461,3.2495,S,1,2,strikeout
SL,93.3,2435,-0.3456,2.8834,S,1,1,NA
SL,92.9,2502,0.7892,2.3996,S,1,0,NA
CH,89.7,1712,-0.6945,1.3587,B,0,0,NA
FF,96.3,2362,0.1546,3.5899,X,0,1,field_out
CH,88.9,1770,-0.1821,2.4725,S,0,0,NA
FT,94.3,2134,-1.0822,2.8841,B,3,1,walk
FF,94.9,2217,0.4343,1.9276,S,3,0,NA
SL,90.7,2497,0.1161,3.9321,B,2,0,NA
