pitch_type,release_speed,release_spin_rate,plate_x,plate_z,type,balls,strikes,events
FT,95.4,2289,0.4027,2.8047,S,1,0,NA
FT,94.7,2272,0.4008,1.8722,B,0,0,NA
SL,91.2,2525,2.0197,2.836,X,0,1,single
CH,89.4,1892,0.5856,1.9474,S,0,0,NA
FF,95.7,2278,-0.1128,2.9033,X,0,0,field_out
FF,96.1,2192,-0.1797,2.7627,S,3,2,strikeout
FT,97,2185,-0.2293,2.3589,S,3,2,NA
FT,95.3,2262,-0.781,2.2648,S,3,1,NA
SL,92.1,2564,1.4859,2.5809,B,2,1,NA
FT,97.1,2324,-0.54,3.7292,B,1,1,NA
SL,92.6,2536,0.4198,2.7763,S,1,0,NA
CH,87.6,1927,-1.2519,3.3404,B,0,0,NA
FF,95.7,2296,0.49,2.4596,S,2,2,strikeout
FF,96,2324,1.4491,2.0252,B,1,2,NA
FF,95.8,2309,0.4582,2.3178,S,1,1,NA
FF,95.6,2390,1.4381,2.4597,B,0,1,NA
FF,95.6,2259,0.252,2.4409,S,0,0,NA
SL,90.6,2473,0.9532,1.8786,S,1,2,strikeout
SL,90.5,2416,1.0757,2.5457,B,0,2,NA
FF,96.5,2217,-0.2329,3.5766,S,0,2,NA
SL,90.8,2463,0.3854,2.578,S,0,1,NA
FF,95.9,2106,0.8581,2.4987,S,0,0,NA
FF,96.7,2178,0.0322,3.186,X,0,1,field_out
FF,96.8,2210,0.2467,2.5882,S,0,0,NA
FF,96.4,2439,1.5679,2.4089,B,3,2,walk
CH,89.4,1875,1.0068,0.3283,B,2,2,NA
FF,97,2389,-0.3304,2.4036,S,2,2,NA
SL,90.9,2600,1.0532,1.5154,S,2,1,NA
FT,96.2,2287,0.3845,1.4158,B,1,1,NA
FF,96.1,2389,-0.6438,3.1816,S,1,0,NA
FF,97.2,2447,-0.0564,4.0718,B,0,0,NA
FT,96.2,2379,-1.0371,3.0057,X,1,1,field_out
FF,95.5,2347,0.187,2.8048,S,1,0,NA
FF,96.4,2403,1.2171,4.3761,B,0,0,NA
FT,97.1,2302,-0.1772,2.8134,X,2,1,field_out
SL,92.3,2424,1.3833,1.4963,S,2,0,NA
FF,97.5,2370,1.4453,3.2697,B,1,0,NA
FF,97.6,2381,0.9602,1.2559,B,0,0,NA
CU,84.1,2642,1.2994,1.3715,S,0,2,strikeout
SL,91.8,2501,0.7514,2.3965,S,0,2,NA
FF,98,2306,0.8882,2.9156,S,0,2,NA
FF,97.8,2314,0.581,2.2813,S,0,1,NA
FF,97.1,2311,0.7584,3.3984,S,0,0,NA
FT,97,2303,-0.2029,1.6137,X,1,2,field_out
FT,97.3,2194,-0.3212,1.9478,S,1,1,NA
SL,92.2,2431,0.5749,2.6688,S,1,0,NA
FF,96.5,2345,1.1314,2.4055,B,0,0,NA
FF,96.9,2349,1.3555,3.1454,B,0,1,hit_by_pitch
FF,96.9,2309,-0.3933,2.6989,S,0,0,NA
FF,95.4,2355,0.5284,3.3905,X,0,0,field_out
FF,95.9,2477,0.8341,3.6202,S,0,2,strikeout
SL,90.5,2426,0.475,2.3606,S,0,1,NA
FF,94.8,2405,0.6066,3.0295,S,0,0,NA
CU,81.7,2385,0.1036,1.6272,X,0,0,field_out
CU,80.2,2404,-0.1745,2.5778,X,0,0,double
CH,87.6,1454,-0.5774,1.7434,S,2,2,strikeout
CH,87.8,1688,-0.1807,0.2256,B,1,2,NA
CH,89.1,1697,0.3995,1.0058,S,1,1,NA
FF,94.7,2381,-0.7896,1.4459,B,0,1,NA
FF,94.4,2411,0.0435,2.8369,S,0,0,NA
CH,87.4,1570,0.173,1.8236,X,1,0,double
SL,90.3,2371,-0.9708,3.4313,B,0,0,NA
SL,90.5,2404,0.2951,2.735,X,0,0,single
SL,90.1,2450,-0.6956,2.3536,S,3,2,strikeout
SL,89.8,2427,-1.7376,3.157,B,2,2,NA
SL,89.7,2455,1.2159,0.6276,B,1,2,NA
FT,93.8,2225,1.1879,2.7394,B,0,2,NA
CH,86.6,1492,-0.4246,1.8109,S,0,1,NA
SL,90.1,2400,-0.6172,2.3804,S,0,0,NA
SL,89.9,2432,0.6237,2.7677,S,1,2,strikeout
SL,89.4,2465,0.7887,2.9218,S,1,1,NA
FF,94.9,2402,-0.1678,3.2273,S,1,0,NA
FF,95.7,2397,1.0413,2.8385,B,0,0,NA
FF,96,2432,0.1968,3.6709,X,0,2,single
SL,89.8,2458,0.8689,2.6066,S,0,2,NA
FF,95.5,2382,0.1941,3.9266,S,0,1,NA
FF,95.3,2393,0.2016,2.8208,S,0,0,NA
FF,96.3,2472,-0.5429,2.7946,S,0,2,strikeout
FF,94.6,2298,0.9708,3.1931,S,0,1,NA
CU,80.6,2500,0.1828,1.5608,S,0,0,NA
FF,95,2322,0.7468,2.767,S,3,2,strikeout
CH,87,1877,-1.9623,2.0606,B,2,2,NA
FT,94.9,2184,-0.706,2.9223,S,2,1,NA
FF,95.1,2308,-0.0434,4.0808,B,1,1,NA
FF,95.7,2302,0.1296,1.8241,S,1,0,NA
SL,89.1,2487,-0.4872,3.9898,B,0,0,NA
SL,89.7,2389,-0.4055,1.9226,X,2,1,single
SL,90.3,2404,-1.2399,3.0923,B,1,1,NA
SL,89.9,2471,0.576,3.3257,B,0,1,NA
CU,80.6,2540,-0.4274,2.4283,S,0,0,NA
CH,88.1,1802,0.3341,1.0825,S,2,2,strikeout
FT,96.1,2264,0.1814,2.5387,S,2,2,NA
FF,96.2,2486,1.0736,2.5049,S,2,1,NA
FF,96.1,2402,0.5074,2.5693,S,2,0,NA
SL,91.5,2620,1.0224,1.4926,B,1,0,NA
SL,92.1,2516,-0.2215,1.4893,B,0,0,NA
FF,96.1,2493,0.4963,3.735,S,0,2,strikeout
FF,96.2,2462,0.426,3.5731,S,0,1,NA
SL,93.1,2523,-0.5979,1.7825,S,0,0,NA
CH,87.8,1726,-0.6078,0.9749,S,2,2,strikeout
FT,96.6,2336,1.2042,2.2282,B,1,2,NA
FF,95.9,2338,0.2432,2.983,S,1,2,NA
FF,95,2227,0.2103,2.4223,S,1,1,NA
SL,91.2,2460,0.9363,2.2932,S,1,0,NA
SL,89.5,2400,1.4658,1.5659,B,0,0,NA
CH,88.7,1786,0.1029,1.5775,S,2,2,strikeout
FF,97.6,2383,-0.4632,3.062,S,2,2,NA
FF,97.3,2438,0.0901,2.2016,S,2,2,NA
SL,92.2,2442,0.0562,2.3459,S,2,1,NA
FF,96.9,2444,0.478,1.4516,S,2,0,NA
CH,89.2,1803,1.0178,1.6695,B,1,0,NA
CH,90,1652,1.5625,-0.2026,B,0,0,NA
FF,95.7,2295,0.6215,3.2896,X,1,2,field_out
FF,96.6,2322,0.9436,2.3068,B,0,2,NA
FF,95.7,2300,-0.5563,3.5341,S,0,1,NA
FF,95.9,2309,0.5414,2.9331,S,0,0,NA
FF,96.6,2297,-0.3963,2.3999,X,1,2,field_out
SL,90.2,2469,0.8014,2.8138,S,1,2,NA
FF,96.4,2385,1.3135,3.2636,S,1,1,NA
FF,96.3,2357,-0.3149,2.8442,S,1,0,NA
FF,95.4,2298,-0.0518,4.0506,B,0,0,NA
FF,96.1,2261,0.6876,2.8125,X,0,0,single
FF,96,2243,0.2563,3.7522,X,3,2,field_out
SL,90.7,2404,-0.5704,1.4209,B,2,2,NA
FF,96.9,2361,-0.4622,4.1216,B,1,2,NA
CH,90.6,1727,-0.0625,0.4783,S,1,1,NA
FF,96.8,2412,0.3972,3.9539,B,0,1,NA
FF,96.9,2323,0.4861,2.3483,S,0,0,NA
FF,97,2428,0.5123,2.6621,X,0,2,field_out
SL,91.7,2499,0.6667,2.0353,S,0,1,NA
FF,97,2359,-0.1196,3.042,S,0,0,NA
FT,96.3,2398,0.5608,2.076,S,2,2,strikeout
FF,96,2411,0.5766,3.5193,S,2,1,NA
SL,90.4,2591,1.0687,1.5675,B,1,1,NA
FF,94.6,2350,-1.1488,2.9294,B,0,1,NA
FF,95.7,2295,0.4234,2.9737,S,0,0,NA
FF,97.6,2493,0.102,2.9553,S,1,2,strikeout
CH,90,1702,-0.6375,2.2642,S,1,1,NA
CH,91.4,1792,-1.3504,0.5118,B,0,1,NA
FF,97.3,2416,0.1992,2.575,S,0,0,NA
SL,91.9,2611,0.536,2.3201,S,2,2,strikeout
FF,97.5,2365,1.0473,2.4859,B,1,2,NA
FF,96.6,2374,-0.5379,1.8631,S,1,1,NA
FF,96.4,2411,0.4016,2.379,S,1,0,NA
FF,97.2,2304,0.0352,0.8053,B,0,0,NA
FF,97.6,2387,0.5266,2.0627,X,1,2,field_out
CH,90.1,1728,-0.706,1.2791,S,1,1,NA
FF,96.7,2456,1.3511,1.8742,B,0,1,NA
FF,96.1,2282,-0.0057,2.6664,S,0,0,NA
SL,91.5,2469,0.98740000000000006,1.7435,S,3,2,strikeout
FF,94.1,2369,-0.5502,3.34,S,3,2,NA
FF,94.9,2449,0.8843,3.0049,S,3,2,NA
SL,91.5,2502,1.3857,1.5638,S,3,2,NA
SL,91.4,2536,1.8263,1.0567,B,2,2,NA
SL,91.3,2412,1.403,1.4864,B,1,2,NA
FF,95.3,2186,-0.0207,3.3951,S,1,2,NA
SL,90,2571,0.6388,1.8498000000000001,S,1,1,NA
FF,93.9,2307,-1.2252,2.1219,B,0,1,NA
SL,89.9,2477,0.7634,2.1376,S,0,0,NA
CH,88.5,1628,-0.7798,1.2768,X,0,2,force_out
FF,94.7,2374,1.323,3.2108,S,0,2,NA
FF,94.1,2254,0.8219,3.8615,S,0,2,NA
FF,94.4,2187,0.0373,2.9571,S,0,1,NA
FF,95.1,2359,0.8986,3.493,S,0,0,NA
FF,94.6,2345,-0.1393,2.8032,S,1,2,strikeout
FF,94.5,2249,-0.0819,3.9027,S,1,2,NA
FF,94.5,2357,0.6481,3.4464,S,1,2,NA
FF,93.9,2334,-0.7939,2.5022,S,1,1,NA
FF,93.9,2284,-0.8835,3.0679,B,0,1,NA
FF,94.6,2303,-0.1596,2.3995,S,0,0,NA
FT,94.5,2259,1.2021,3.4792,B,3,2,walk
FF,94.9,2301,0.9845,4.0576,B,2,2,NA
CH,89.1,1710,0.2331,0.2661,B,1,2,NA
CH,85.9,1648,-0.5791,2.3252,S,1,2,NA
FT,94.4,2240,0.1783,3.1105,S,1,2,NA
FF,94.9,2378,-0.3629,2.9271,S,1,2,NA
CH,88.5,1738,-0.4464,1.3957,S,1,1,NA
FF,94.4,2351,0.2841,3.9937,B,0,1,NA
FF,94.2,2360,0.4771,3.4363,S,0,0,NA
FF,94.4,2428,1.0782,2.6421,B,3,2,walk
FF,94,2289,1.1081,3.4385,S,3,2,NA
CH,87.8,1763,0.3262,2.011,S,3,2,NA
FF,94.9,2373,1.1297,1.9482,B,2,2,NA
FF,94.4,2302,-0.3472,2.9114,S,2,1,NA
FF,94.3,2364,0.7804,1.8463,S,2,0,NA
SL,90.2,2381,1.1495,1.5502,B,1,0,NA
SL,89.7,2469,1.1615,2.9904,B,0,0,NA
FF,95.4,2336,1.8815,1.7823,B,3,2,walk
FF,93.9,2227,0.4928,3.0064,S,3,2,NA
CH,87.6,1616,-0.0628,0.7128,B,2,2,NA
FT,94.9,2256,1.1758,2.9418,B,1,2,NA
FF,94.7,2333,0.7276,3.4413,S,1,1,NA
FF,94.1,2271,-0.1694,2.3911,S,1,0,NA
FF,94.2,2339,1.1232,2.4007,B,0,0,NA
FT,93.9,2250,0.261,2.6008,X,0,2,force_out
SL,89.3,2384,1.115,1.862,S,0,1,NA
FF,93.5,2300,1.0693,2.2345,S,0,0,NA
FF,95.5,2448,0.9572,2.5899,X,0,1,single
FF,94.4,2359,0.0606,3.3813,S,0,0,NA
SL,91.4,2596,0.9154,2.4331,X,1,0,field_out
FF,96.3,2451,1.3149,3.3304,B,0,0,NA
SL,91.2,2545,2.0517,2.3754,S,2,2,strikeout
FF,94.8,2269,0.2775,3.3916,S,2,2,NA
SL,90.9,2418,0.9289,2.5542,S,2,1,NA
SL,90.7,2451,1.5659,3.0594,B,1,1,NA
FF,94.6,2309,-1.0992,3.4466,B,0,1,NA
FF,93.8,2254,-0.2872,3.5922,S,0,0,NA
SL,91.7,2671,1.2894,1.4938,S,1,2,strikeout
FF,96.8,2474,-0.156,3.1246,S,1,2,NA
SL,90.3,2475,0.9431,0.838,B,0,2,NA
CH,90.3,1642,-0.141,2.6945,S,0,1,NA
SL,91.6,2520,0.8569,2.1362,S,0,0,NA
FF,96.3,2359,-0.3033,3.6044,S,0,2,strikeout
SL,90.6,2502,0.6509,1.7348,S,0,1,NA
SL,90.1,2414,0.2812,2.1754,S,0,0,NA
FF,95.8,2438,0.1258,3.3092,S,1,2,strikeout
FT,94.4,2363,0.1594,4.3524,B,0,2,NA
FF,94.4,2399,0.6291,2.8588,S,0,1,NA
FF,94.7,2302,0.2733,3.5134,S,0,0,NA
CH,90.4,1755,-0.3181,2.8276,X,0,1,field_out
FF,96.1,2392,0.1821,3.5819,S,0,0,NA
CH,90.1,1761,0.0078,1.6167,S,1,2,strikeout
FF,96.6,2490,-0.3359,3.7242,S,1,2,NA
FT,97.5,2453,1.2825,1.8605,B,0,2,NA
FF,95.4,2355,-0.1198,3.5822,S,0,1,NA
SL,91.8,2660,0.0024,3.1434,S,0,0,NA
SL,92,2628,0.7264,2.2355,X,2,1,field_out
SL,92.1,2690,1.0619,1.1105,B,1,1,NA
FF,95.8,2487,0.0935,2.8151,S,1,0,NA
FF,94.5,2359,-0.2963,3.5074,B,0,0,NA
FF,96.6,2424,1.1739,2.436,X,0,1,field_out
FF,95.8,2236,1.0748,2.2351,S,0,0,NA
CH,88.5,1687,-0.5774,2.5618,X,0,0,single
FF,95.8,2237,-0.1748,3.3119,X,1,1,field_out
SL,92.6,2585,1.5045,2.3034,B,0,1,NA
FF,97.1,2255,0.7435,2.7182,S,0,0,NA
SL,90.9,2626,1.535,2.0796,S,1,2,strikeout
CH,89,1704,-0.2564,1.5139,S,1,1,NA
FF,96.2,2302,0.2299,3.2012,S,1,0,NA
SL,91.1,2487,0.929,3.1355,B,0,0,NA
FF,92.7,2392,-0.2605,3.1516,X,1,2,single
CH,87.4,1572,-0.1471,1.0551,S,1,2,NA
CH,88.4,1686,0.0639,0.8952,B,0,2,NA
FT,93.5,2214,-0.7162,2.0884,S,0,1,NA
SL,89.7,2507,0.362,2.5597,S,0,0,NA
FF,94.1,2470,0.1699,2.7916,S,2,2,strikeout
SL,89,2490,1.194,1.6376,S,2,2,NA
SL,89.1,2412,1.2912,2.446,B,1,2,NA
FT,93.8,2321,0.8877,2.917,S,1,2,NA
SL,90.8,2451,1.2996,1.2621,B,0,2,NA
SL,89.9,2508,1.5504,1.0563,S,0,1,NA
FF,92.7,2344,1.0908,2.6077,S,0,0,NA
FF,92.4,2376,0.0237,1.9309,X,0,1,field_out
SL,87.6,2486,0.2215,2.5159,S,0,0,NA
FF,94,2377,0.5037,3.5062,X,0,2,single
SL,89,2383,0.9909,1.5681,S,0,2,NA
SL,90.2,2536,1.6824,1.6129,S,0,1,NA
CU,81.1,NA,1.296,0.9223,S,0,0,NA
FF,93.5,2402,0.7752,3.1196,X,2,2,field_out
FT,92.8,2266,0.1806,3.7484,B,1,2,NA
FF,94,2459,-0.5655,2.4742,S,1,2,NA
FF,93.6,2371,0.7545,3.1216,S,1,1,NA
CH,87.3,1643,0.1124,2.9916,S,1,0,NA
FF,93.9,2418,-1.1336,3.2609,B,0,0,NA
SL,89,2513,0.8423,1.8083,X,2,1,field_out
FF,93.1,2323,-1.071,3.3296,B,1,1,NA
FT,93.5,2267,1.129,2.5403,B,0,1,NA
SL,87.9,2388,0.708,2.608,S,0,0,NA
FF,93.4,2292,0.6465,3.0899,X,2,0,field_out
CH,88.1,1715,0.6322,0.5067,B,1,0,NA
FF,93.5,2305,1.0406,3.8064,B,0,0,NA
CU,82.5,NA,0.1551,1.8727,X,0,0,single
FF,94.4,2344,0.3276,2.4769,X,2,0,field_out
FF,94.5,2453,1.2794,3.0958,B,1,0,NA
FF,94.4,2378,1.5419,3.7904,B,0,0,NA
FF,95.1,2389,0.8147,3.7494,X,1,2,field_out
SL,90.8,2540,0.5327,2.9189,S,1,1,NA
FF,94.1,2385,1.2956,3.4708,B,0,1,NA
FF,94.2,2365,-0.0194,2.7208,S,0,0,NA
SL,90,2400,0.3249,1.9996,S,1,2,strikeout
FF,94.5,2113,-0.3518,3.276,S,1,1,NA
FF,93.6,2208,1.4628,3.688,B,0,1,NA
FF,94.8,2271,0.4294,3.6352,S,0,0,NA
FF,93.6,2244,0.1982,3.3657,S,1,2,strikeout
FF,92.8,2192,-0.0813,2.9912,S,1,1,NA
SL,89.6,2447,0.7185,2.9111,S,1,0,NA
SL,89.3,2420,1.1605,2.2612,B,0,0,NA
FF,94.5,2319,-0.1129,3.0004,X,0,1,single
CH,87.2,1759,-0.2577,1.652,S,0,0,NA
FF,93.7,2382,0.0673,2.5478,X,0,0,field_out
FT,94,2163,0.4423,3.5759,B,3,2,walk
FF,94.4,2357,-0.2553,2.8885,S,3,1,NA
FF,95.1,2435,0.4559,1.3944,B,2,1,NA
SL,90.8,2542,0.4934,2.4654,S,2,0,NA
SL,90.3,2607,0.8527,1.0665,B,1,0,NA
SL,91,2550,1.5857,2.4144,B,0,0,NA
FF,95.6,2441,0.7949,3.7727,S,2,2,strikeout
FT,95.3,2346,0.5775,3.3855,B,1,2,NA
FF,94.6,2345,0.6709,3.3816,S,1,1,NA
SL,90.4,2489,1.6584,2.7117,B,0,1,NA
FT,95,2169,-0.0697,2.0798,S,0,0,NA
FT,94.7,2264,0.6583,2.3606,X,2,2,grounded_into_double_play
FT,94.5,2280,1.5615,2.1611,B,1,2,NA
CH,86.9,1796,-0.8457,2.9538,S,1,2,NA
FF,95.2,2388,-0.0034,2.63,S,1,2,NA
FF,94.3,2336,-0.1941,1.9521,S,1,1,NA
FF,93.8,2325,0.6959,2.6411,S,1,0,NA
FT,94,2254,0.6886,2.0313,B,0,0,NA
FF,94.8,2466,0.912,3.5405,B,3,1,walk
FF,93.8,2386,0.0156,2.4416,S,3,0,NA
FF,94.7,2487,1.0856,3.3399,B,2,0,NA
FF,94.6,2479,2.1017,3.1168,B,1,0,NA
FF,94.5,2414,1.197,3.3258,B,0,0,NA
FF,95.9,2414,1.5445,3.6309,S,2,2,strikeout
CH,87.8,1789,-0.4067,1.4644,S,2,2,NA
FF,95.5,2419,-1.3344,4.2596,B,1,2,NA
FF,94.7,2376,-0.1578,3.9876,S,1,2,NA
FF,94.6,2454,-0.2806,2.93,S,1,1,NA
SL,91.4,2564,-0.0126,1.7665,S,1,0,NA
FF,94.7,2417,-0.7563,4.459,B,0,0,NA
FF,94.6,2413,-0.2408,3.0349,X,0,0,sac_bunt
SL,90.1,2662,1.0373000000000001,2.7421,B,3,2,walk
FT,95.8,2449,0.6786,1.3356,B,2,2,NA
SL,90,2590,0.8313,1.9132,S,2,1,NA
SL,89.1,2534,-0.2627,2.1539,S,2,0,NA
FF,94.5,2426,0.4846,3.9979,B,1,0,NA
FF,94.7,2469,0.2426,3.4479,B,0,0,NA
SL,90.7,2694,1.3056,1.7426,S,2,2,strikeout
FF,94.7,2415,0.2838,2.8799,S,2,1,NA
FT,94.3,2319,1.1238,2.018,B,1,1,NA
CH,89.1,1720,0.5054,1.9492,S,1,0,NA
FF,93.8,2378,0.021,3.5891,B,0,0,NA
FF,95.8,2450,0.8386,3.2741,S,0,2,strikeout
SL,90.4,2568,0.4438,2.0264,S,0,1,NA
FF,95.2,2397,0.8498,2.4531,S,0,0,NA
FT,94.9,2307,-0.4412,2.8028,X,2,1,field_out
FF,95.1,2433,0.4927,3.2734,S,2,0,NA
FF,95,2421,1.3169,1.9527,B,1,0,NA
SL,89.3,2509,1.0446,2.8198,B,0,0,NA
FF,95.4,2325,0.9174,2.7712,X,0,0,single
SL,92.3,2656,0.7887,1.4554,X,1,1,field_out
SL,91.2,2534,1.5207,-0.5935,B,0,1,NA
FF,94.8,2397,0.8661,1.9886,S,0,0,NA
FF,96.2,2373,-0.0893,3.3046,X,0,2,field_out
FF,95.3,2408,0.9334,3.5997,S,0,1,NA
FF,95.6,2422,0.3182,2.8079,S,0,0,NA
FF,95.6,2383,-0.3831,2.8752,S,1,2,strikeout
FF,94.8,2392,0.3186,2.0904,S,1,1,NA
FF,94.7,2426,0.8959,2.1621,S,1,0,NA
FF,94.7,2261,1.4668,1.9816,B,0,0,NA
CH,85.1,1626,0.0432,1.2167,S,0,2,strikeout
FF,93.6,2319,-0.3326,3.4832,S,0,2,NA
FF,93.4,2343,-0.8005,1.8874,S,0,1,NA
FF,93.4,2271,0.1997,2.9908,S,0,0,NA
CH,85.6,1759,-0.2165,2.1308,S,2,2,strikeout
CH,89.7,2092,-2.3723,3.7034,B,1,2,NA
FF,94.2,2340,0.1966,3.9316,S,1,1,NA
CH,86.8,1874,-0.2074,1.566,S,1,0,NA
FF,94.1,2356,-0.9177,4.3934,B,0,0,NA
FF,94.8,2423,1.0497,2.8465,X,0,1,single
CU,81.9,2621,0.1714,2.897,S,0,0,NA
FF,94.2,2248,0.261,3.4613,S,3,2,strikeout
FT,94.6,2247,1.1099,3.6681,B,2,2,NA
FF,94.5,2320,0.4659,3.5014,S,2,1,NA
SL,90.7,2576,0.7367,1.4611,B,1,1,NA
FF,94.4,2395,0.483,3.3856,B,0,1,NA
FF,94.1,2342,0.9252,2.7251,S,0,0,NA
FF,94.8,2294,0.6197,3.6106,X,1,1,field_out
FF,94.3,2298,0.5484,2.8329,S,1,0,NA
FF,94.3,2301,0.8363,4.5953,B,0,0,NA
FF,95.3,2329,0.2402,3.4297,X,2,2,double
FF,95.6,2339,0.9431,1.3929,S,2,1,NA
SL,90.2,2478,1.4351,2.5911,B,1,1,NA
SL,90.2,2510,2.2535,1.6646,B,0,1,NA
CH,87.2,1669,0.3025,2.2416,S,0,0,NA
CH,86.4,1457,0.0426,2.5937,X,2,0,field_out
SL,92,2418,0.7335,0.9531,B,1,0,NA
FF,94.4,2261,-0.8056,3.5177,B,0,0,NA
FF,94.4,2316,0.3657,2.5644,X,0,1,single
FF,94.1,2402,0.4071,3.3228,S,0,0,NA
SL,88,2400,-0.1246,2.8983,X,0,0,field_out
FT,93.6,2157,0.0271,2.0447,X,3,2,single
FF,95.4,2332,0.2248,2.5757,S,3,2,NA
SL,90.5,2625,0.5645,1.8702,S,3,2,NA
FF,93.8,2389,0.9468,3.2461,S,3,1,NA
CU,81.7,2630,1.2101,1.2651,B,2,1,NA
FF,94.6,2306,-1.0334,3.0961,B,1,1,NA
SL,91.2,2537,0.9873,1.305,B,0,1,NA
SL,91.2,2427,0.9566,2.4976,S,0,0,NA
SL,91.1,2507,-0.3077,2.0556,S,1,2,strikeout
FF,94.8,2373,-0.1098,3.1067,S,1,1,NA
FF,93.9,2331,1.2199,3.4107,B,0,1,NA
CH,86.8,1538,-0.5113,2.6981,S,0,0,NA
FT,94.6,2349,1.0305,1.9903,S,0,2,strikeout
FF,93.8,2300,-0.2817,1.8267,S,0,1,NA
SL,89.1,2425,0.3499,2.66,S,0,0,NA
CU,81.1,1269,-0.168,2.1298,X,0,0,field_out
FF,93.1,2368,0.6211,3.1122,X,0,1,field_out
FF,94.9,2291,0.7141,2.7388,S,0,0,NA
CH,88.4,1644,0.5023,1.9083,S,1,2,strikeout
SL,89.2,2472,-1.2835,3.8339,B,0,2,NA
FF,93.1,2314,-0.0694,3.6742,S,0,2,NA
FF,93.8,2334,-0.0856,3.6317,S,0,1,NA
SL,89.1,2491,0.7365,3.3845,S,0,0,NA
CH,88.5,1675,0.4305,2.4034,X,0,0,field_out
SL,90.6,2552,-1.1087,1.951,X,0,2,field_out
SL,90.9,2532,-0.8085,1.8916,S,0,1,NA
SL,88.9,2469,0.8308,2.2961,S,0,0,NA
FT,93.6,2231,1,1.885,S,1,2,strikeout
SL,88.5,2512,0.4768,1.8596,S,1,1,NA
FT,92.1,2096,0.085,0.8222,B,0,1,NA
FF,91.5,2188,-0.2352,2.6732,S,0,0,NA
CH,87.5,1503,0.7452,1.9397,X,2,2,force_out
FF,95.2,2331,1.3904,2.6811,B,1,2,NA
FF,93.4,2343,0.1186,2.9622,S,1,1,NA
SL,89.4,2526,0.0301,3.0869,S,1,0,NA
FF,93.9,2361,0.9712,2.6673,B,0,0,NA
FF,94.1,2189,-1.0287,3.3671,B,3,0,walk
FF,94.4,2203,-0.9722,3.4898,B,2,0,NA
CH,89.1,3642,1.0619,0.3149,B,1,0,NA
FF,96,2336,-0.952,3.1175,B,0,0,NA
SL,91.1,2467,1.1157,2.1051,S,1,2,strikeout
FF,95.4,2400,-0.0675,1.9288,S,1,1,NA
FT,95.3,2336,0.9788,2.3961,B,0,1,NA
CU,82.9,2627,0.776,1.8624,S,0,0,NA
FF,96.5,2389,0.4907,2.2469,X,0,2,field_out
FF,95.9,2399,0.7234,3.4395,S,0,1,NA
FF,95.4,2410,0.7234,2.1646,S,0,0,NA
FF,95.9,2450,1.1527,1.8804,B,3,2,walk
FF,95.8,2421,0.3312,2.3614,S,3,2,NA
FF,95.2,2345,-0.3331,2.3427,S,3,1,NA
FF,94.5,2351,-0.7871,2.5895,S,3,0,NA
FF,94.9,2370,-0.6008,4.3197,B,2,0,NA
SL,90.4,2447,1.0625,1.8833,B,1,0,NA
FF,95.2,2377,0.1589,3.6824,B,0,0,NA
SL,91.3,2522,0.1207,1.9523,S,2,2,strikeout
FT,96.1,2199,-0.001,4.2349,B,1,2,NA
FF,96.6,2475,-0.1825,4.5592,B,0,2,NA
FF,97.1,2341,-0.3927,2.7682,S,0,2,NA
FF,97.2,2403,0.0541,2.9275,S,0,1,NA
FF,96.7,2422,0.3341,1.7056,S,0,0,NA
FF,96,2435,0.0126,3.1833,S,0,2,strikeout
SL,92,2646,0.3797,1.5319,S,0,1,NA
FF,95.4,2221,0.0015,2.3437,S,0,0,NA
SL,90.7,2467,0.6472,2.3441,X,1,1,field_out
FF,95.2,2272,0.8564,1.7236,S,1,0,NA
FF,94.3,2255,-1.2258,3.8037,B,0,0,NA
FT,93.2,2143,-0.4555,2.8102,X,3,2,single
FF,93.9,2396,-0.0599,2.2252,S,3,2,NA
FF,92.9,2365,0.549,2.5913,S,3,2,NA
FT,93.8,2279,1.8228,2.7829,B,2,2,NA
CH,87.8,1755,0.7298,1.0044,B,1,2,NA
FF,93.6,2362,0.2651,3.7229,B,0,2,NA
FF,93.5,2401,-0.2485,3.3045,S,0,1,NA
FT,92.3,2149,-0.7679,2.3481,S,0,0,NA
SL,87.9,2421,-0.5765,2.867,S,3,2,strikeout
FF,93.8,2321,0.7858,2.4045,S,3,2,NA
FF,93.5,2372,0.5429,1.7756,S,3,2,NA
FF,93.6,2367,-0.8049,3.1794,B,2,2,NA
SL,88.2,2418,0.6653,2.1856,S,2,1,NA
SL,88.2,2382,0.0718,1.2429,B,1,1,NA
FT,92.9,2084,-0.1112,1.6979,S,1,0,NA
FF,93.8,2244,1.0341,1.614,B,0,0,NA
SL,87.4,2555,0.5769,1.696,X,1,1,single
FF,92.3,2267,0.6756,2.6029,S,1,0,NA
FF,92.4,2127,0.4049,3.6535,B,0,0,NA
SL,90,2692,-0.0699,1.5445,X,1,2,field_out
SL,87.9,2556,0.6866,2.1686,S,1,1,NA
FF,94.2,2454,-0.6192,3.3826,S,1,0,NA
CH,88.6,1783,0.9728,0.9704,B,0,0,NA
SL,88,2488,1.1742,2.5653,X,0,2,field_out
FF,94.3,2347,0.6942,2.8766,S,0,1,NA
CU,80.1,2603,-0.0134,2.3048,S,0,0,NA
FF,93.4,2349,0.7935,3.9651,S,1,2,strikeout
FF,93.7,2331,0.5147,4.2233,B,0,2,NA
SL,88.1,2439,1.1299,1.5579,S,0,1,NA
