year,league,team_id,team_name,win_world_series,final_rank,games_played,wins,losses,runs_scored,hits,at_bats,walks,strikeouts,homeruns,hit_by_pitch,sacrifice_flies,runs_allowed,hits_allowed,walks_allowed,strikeouts_against,homeruns_allowed
1970,AL,ML4,Milwaukee Brewers,N,4,163,65,97,613,1305,5395,592,985,126,36,32,751,1397,587,895,146
1970,NL,MON,Montreal Expos,N,6,162,73,89,687,1284,5411,659,972,136,39,35,807,1434,716,914,162
1970,AL,NYA,New York Yankees,N,2,163,93,69,680,1381,5492,588,808,111,25,46,612,1386,451,777,130
1970,NL,NYN,New York Mets,N,3,162,83,79,695,1358,5443,684,1062,120,26,48,630,1260,575,1064,135
1970,AL,OAK,Oakland Athletics,N,2,162,89,73,678,1338,5376,584,977,171,36,36,593,1253,542,858,134
1970,NL,PHI,Philadelphia Phillies,N,5,161,73,88,594,1299,5456,519,1066,101,25,37,730,1483,538,1047,132
1970,NL,PIT,Pittsburgh Pirates,N,1,162,89,73,729,1522,5637,444,871,130,44,53,664,1386,625,990,106
1970,NL,SDN,San Diego Padres,N,6,162,63,99,681,1353,5494,500,1164,172,39,29,788,1483,611,886,149
1970,NL,SFN,San Francisco Giants,N,3,162,86,76,831,1460,5578,729,1005,165,56,40,826,1514,604,931,156
1970,NL,SLN,St. Louis Cardinals,N,4,162,76,86,744,1497,5689,569,961,113,26,40,747,1483,632,960,102
1970,AL,WS2,Washington Senators,N,6,162,70,92,626,1302,5460,635,989,138,46,38,689,1375,611,823,139
1971,NL,ATL,Atlanta Braves,N,3,162,82,80,643,1434,5575,434,747,153,28,44,699,1529,485,823,152
1971,AL,BAL,Baltimore Orioles,N,1,158,101,57,742,1382,5303,672,844,158,46,37,530,1257,416,793,125
1971,AL,BOS,Boston Red Sox,N,3,162,85,77,691,1360,5401,552,871,161,32,47,667,1424,535,871,136
1971,AL,CAL,California Angels,N,4,162,76,86,511,1271,5495,441,827,96,29,31,576,1246,607,904,101
1971,AL,CHA,Chicago White Sox,N,3,162,79,83,617,1346,5382,562,870,138,51,38,597,1348,468,976,100
1971,NL,CHN,Chicago Cubs,N,3,162,83,79,637,1401,5438,527,772,128,34,40,648,1458,411,900,132
1971,NL,CIN,Cincinnati Reds,N,4,162,79,83,586,1306,5414,438,907,138,27,25,581,1298,501,750,112
1971,AL,CLE,Cleveland Indians,N,6,162,60,102,543,1303,5467,467,868,109,31,29,747,1352,770,937,154
1971,AL,DET,Detroit Tigers,N,2,162,91,71,701,1399,5502,540,854,179,55,37,645,1355,609,1000,126
1971,NL,HOU,Houston Astros,N,4,162,79,83,585,1319,5492,478,888,71,29,41,567,1318,475,914,75
1971,AL,KCA,Kansas City Royals,N,2,161,85,76,603,1323,5295,490,819,80,25,59,566,1301,496,775,84
1971,NL,LAN,Los Angeles Dodgers,N,2,162,89,73,663,1469,5523,489,755,95,21,50,587,1363,399,853,110
1971,AL,MIN,Minnesota Twins,N,5,160,74,86,654,1406,5414,512,846,116,25,57,670,1384,529,895,139
1971,AL,ML4,Milwaukee Brewers,N,6,161,69,92,534,1188,5185,543,924,104,30,39,609,1303,569,795,130
1971,NL,MON,Montreal Expos,N,5,162,71,90,622,1312,5335,543,800,88,78,40,729,1418,658,829,133
1971,AL,NYA,New York Yankees,N,4,162,82,80,648,1377,5413,581,717,97,37,56,641,1382,423,707,126
1971,NL,NYN,New York Mets,N,3,162,83,79,588,1365,5477,547,958,98,28,35,550,1227,529,1157,100
1971,AL,OAK,Oakland Athletics,N,1,161,101,60,691,1383,5494,542,1018,160,37,38,564,1229,501,999,131
1971,NL,PHI,Philadelphia Phillies,N,6,162,67,95,558,1289,5538,499,1031,123,34,45,688,1396,525,838,132
1971,NL,PIT,Pittsburgh Pirates,Y,1,162,97,65,788,1555,5674,469,919,154,29,49,599,1426,470,813,108
1971,NL,SDN,San Diego Padres,N,6,161,61,100,486,1250,5366,438,966,96,25,19,610,1351,559,923,93
1971,NL,SFN,San Francisco Giants,N,1,162,90,72,706,1348,5461,654,1042,140,37,37,644,1324,471,831,128
1971,NL,SLN,St. Louis Cardinals,N,2,163,90,72,739,1542,5610,543,757,95,25,59,699,1482,576,911,104
1971,AL,WS2,Washington Senators,N,5,159,63,96,537,1219,5290,575,956,86,28,35,660,1376,554,762,132
1972,NL,ATL,Atlanta Braves,N,4,155,70,84,628,1363,5278,532,770,144,35,38,730,1412,512,732,155
1972,AL,BAL,Baltimore Orioles,N,3,154,80,74,519,1153,5028,507,935,100,36,40,430,1116,395,788,85
1972,AL,BOS,Boston Red Sox,N,2,155,85,70,640,1289,5208,522,858,124,37,48,620,1309,512,918,101
1972,AL,CAL,California Angels,N,5,155,75,80,454,1249,5165,358,850,78,25,25,533,1109,620,1000,90
1972,AL,CHA,Chicago White Sox,N,2,154,87,67,566,1208,5083,511,991,108,34,25,538,1269,431,936,94
1972,NL,CHN,Chicago Cubs,N,2,156,85,70,685,1346,5247,565,815,133,28,43,567,1329,421,824,112
1972,NL,CIN,Cincinnati Reds,N,1,154,95,59,707,1317,5241,606,914,124,37,54,557,1313,435,806,129
1972,AL,CLE,Cleveland Indians,N,5,156,72,84,472,1220,5207,420,762,91,26,33,519,1232,534,846,123
1972,AL,DET,Detroit Tigers,N,1,156,86,70,558,1206,5099,483,793,122,31,34,514,1212,465,952,101
1972,NL,HOU,Houston Astros,N,3,153,84,69,708,1359,5267,524,907,134,32,51,636,1340,498,971,114
1972,AL,KCA,Kansas City Royals,N,4,154,76,78,580,1317,5167,534,711,78,34,38,545,1293,405,801,85
1972,NL,LAN,Los Angeles Dodgers,N,2,155,85,70,584,1349,5270,480,786,98,24,40,527,1196,429,856,83
1972,AL,MIN,Minnesota Twins,N,3,154,77,77,537,1277,5234,478,905,93,35,28,535,1188,444,838,105
1972,AL,ML4,Milwaukee Brewers,N,6,156,65,91,493,1204,5124,472,868,88,29,30,595,1289,486,740,116
1972,NL,MON,Montreal Expos,N,5,156,70,86,513,1205,5156,474,828,91,49,30,609,1281,579,888,103
1972,AL,NYA,New York Yankees,N,4,155,79,76,557,1288,5168,491,689,103,29,31,527,1306,419,625,87
1972,NL,NYN,New York Mets,N,3,156,83,73,528,1154,5135,589,990,105,34,39,578,1263,486,1059,118
1972,AL,OAK,Oakland Athletics,Y,1,155,93,62,604,1248,5200,463,886,134,47,36,457,1170,418,862,96
1972,NL,PHI,Philadelphia Phillies,N,6,156,59,97,503,1240,5248,487,930,98,22,36,635,1318,536,927,117
1972,NL,PIT,Pittsburgh Pirates,N,1,155,96,59,691,1505,5490,404,871,110,25,50,512,1282,433,838,90
1972,NL,SDN,San Diego Padres,N,6,153,58,95,488,1181,5213,407,976,102,15,25,665,1350,618,960,121
1972,NL,SFN,San Francisco Giants,N,5,155,69,86,662,1281,5245,480,964,150,30,39,649,1309,507,771,130
1972,NL,SLN,St. Louis Cardinals,N,4,156,75,81,568,1383,5326,437,793,70,27,36,600,1290,531,912,87
1972,AL,TEX,Texas Rangers,N,6,154,54,100,461,1092,5029,503,926,56,30,34,628,1258,613,868,92
1973,NL,ATL,Atlanta Braves,N,5,162,76,85,799,1497,5631,608,870,206,34,46,774,1467,575,803,144
1973,AL,BAL,Baltimore Orioles,N,1,162,97,65,754,1474,5537,648,752,119,43,49,561,1297,475,715,124
1973,AL,BOS,Boston Red Sox,N,2,162,89,73,738,1472,5513,581,799,147,31,44,647,1417,499,808,158
1973,AL,CAL,California Angels,N,4,162,79,83,629,1395,5505,509,816,93,34,45,657,1351,614,1010,104
1973,AL,CHA,Chicago White Sox,N,5,162,77,85,652,1400,5475,537,952,111,32,42,705,1484,574,848,110
1973,NL,CHN,Chicago Cubs,N,5,161,77,84,614,1322,5363,575,855,117,20,37,655,1471,438,885,128
1973,NL,CIN,Cincinnati Reds,N,1,162,99,63,741,1398,5505,639,947,137,31,51,621,1389,518,801,135
1973,AL,CLE,Cleveland Indians,N,6,162,71,91,680,1429,5592,471,793,158,32,43,826,1532,602,883,172
1973,AL,DET,Detroit Tigers,N,3,162,85,77,642,1400,5508,509,722,157,39,31,674,1468,493,911,154
1973,NL,HOU,Houston Astros,N,4,162,82,80,681,1391,5532,469,962,134,33,36,672,1389,575,907,111
1973,AL,KCA,Kansas City Royals,N,2,162,88,74,755,1440,5508,644,696,114,26,47,752,1521,617,790,114
1973,NL,LAN,Los Angeles Dodgers,N,2,162,95,66,675,1473,5604,497,795,110,28,57,565,1270,461,961,129
1973,AL,MIN,Minnesota Twins,N,3,162,81,81,738,1521,5625,598,954,120,34,40,692,1443,519,879,115
1973,AL,ML4,Milwaukee Brewers,N,5,162,74,88,708,1399,5526,563,977,145,42,35,731,1476,623,671,119
1973,NL,MON,Montreal Expos,N,4,162,79,83,668,1345,5369,695,777,125,44,28,702,1356,681,866,128
1973,AL,NYA,New York Yankees,N,4,162,80,82,641,1435,5492,489,680,131,22,34,610,1379,457,708,109
1973,NL,NYN,New York Mets,N,1,161,82,79,608,1345,5457,540,805,85,23,36,588,1345,490,1027,127
1973,AL,OAK,Oakland Athletics,Y,1,162,94,68,758,1431,5507,595,919,147,35,53,615,1311,494,797,143
1973,NL,PHI,Philadelphia Phillies,N,6,162,71,91,642,1381,5546,476,979,134,33,45,717,1435,632,919,131
1973,NL,PIT,Pittsburgh Pirates,N,3,162,80,82,704,1465,5608,432,842,154,27,40,693,1426,564,839,110
1973,NL,SDN,San Diego Padres,N,6,162,60,102,548,1330,5457,401,966,112,21,33,770,1461,548,845,157
1973,NL,SFN,San Francisco Giants,N,3,162,88,74,739,1452,5537,590,913,161,35,37,702,1442,485,787,145
1973,NL,SLN,St. Louis Cardinals,N,2,162,81,81,643,1418,5478,531,796,75,29,50,603,1366,486,867,105
1973,AL,TEX,Texas Rangers,N,6,162,57,105,619,1397,5488,503,791,110,27,50,844,1514,680,831,130
1974,NL,ATL,Atlanta Braves,N,3,163,88,74,661,1375,5533,571,772,120,24,42,563,1343,488,772,97
1974,AL,BAL,Baltimore Orioles,N,1,162,91,71,659,1418,5535,509,770,116,58,56,612,1393,480,701,101
1974,AL,BOS,Boston Red Sox,N,3,162,84,78,696,1449,5499,569,811,109,33,49,661,1462,463,751,126
1974,AL,CAL,California Angels,N,6,163,68,94,618,1372,5401,509,801,95,45,48,657,1339,649,986,101
1974,AL,CHA,Chicago White Sox,N,4,163,80,80,684,1492,5577,519,858,135,26,43,721,1470,548,826,103
1974,NL,CHN,Chicago Cubs,N,6,162,66,96,669,1397,5574,621,857,110,29,40,826,1593,576,895,122
1974,NL,CIN,Cincinnati Reds,N,2,163,98,64,776,1437,5535,693,940,135,30,46,631,1364,536,875,126
1974,AL,CLE,Cleveland Indians,N,4,162,77,85,662,1395,5474,432,756,131,26,31,694,1419,479,650,138
1974,AL,DET,Detroit Tigers,N,6,162,72,90,620,1375,5568,436,784,131,24,37,768,1443,621,869,148
1974,NL,HOU,Houston Astros,N,4,162,81,81,653,1441,5489,471,864,110,29,48,632,1396,601,738,84
1974,AL,KCA,Kansas City Royals,N,5,162,77,85,667,1448,5582,550,768,89,32,43,662,1477,482,731,91
1974,NL,LAN,Los Angeles Dodgers,N,1,162,102,60,798,1511,5557,597,820,139,28,64,561,1272,464,943,112
1974,AL,MIN,Minnesota Twins,N,3,163,82,80,673,1530,5632,520,791,111,46,40,669,1436,513,934,115
1974,AL,ML4,Milwaukee Brewers,N,5,162,76,86,647,1335,5472,500,909,120,27,35,660,1476,493,621,126
1974,NL,MON,Montreal Expos,N,4,161,79,82,662,1355,5343,652,812,86,33,56,657,1340,544,822,99
1974,AL,NYA,New York Yankees,N,2,162,89,73,671,1451,5524,515,690,101,21,72,623,1402,528,829,104
1974,NL,NYN,New York Mets,N,5,162,71,91,572,1286,5468,597,735,96,29,45,646,1433,504,908,99
1974,AL,OAK,Oakland Athletics,Y,1,162,90,72,689,1315,5331,568,876,132,38,51,551,1322,430,755,90
1974,NL,PHI,Philadelphia Phillies,N,3,162,80,82,676,1434,5494,469,822,95,26,44,701,1394,682,892,111
1974,NL,PIT,Pittsburgh Pirates,N,1,162,88,74,751,1560,5702,514,828,114,38,53,657,1428,543,721,93
1974,NL,SDN,San Diego Padres,N,6,162,60,102,541,1239,5415,564,900,99,20,35,830,1536,715,855,124
1974,NL,SFN,San Francisco Giants,N,5,162,72,90,634,1380,5482,548,869,93,30,24,723,1409,559,756,116
1974,NL,SLN,St. Louis Cardinals,N,2,161,86,75,677,1492,5620,531,752,83,44,55,643,1399,616,794,97
1974,AL,TEX,Texas Rangers,N,2,161,84,76,690,1482,5449,508,710,99,38,47,698,1423,449,871,126
1975,NL,ATL,Atlanta Braves,N,5,161,67,94,583,1323,5424,543,759,107,18,35,739,1543,519,669,101
1975,AL,BAL,Baltimore Orioles,N,2,159,90,69,682,1382,5474,580,834,124,38,46,553,1285,500,717,110
1975,AL,BOS,Boston Red Sox,N,1,160,95,65,796,1500,5448,565,741,134,34,53,709,1463,490,720,145
1975,AL,CAL,California Angels,N,6,161,72,89,628,1324,5377,593,811,55,27,47,723,1386,613,975,123
1975,AL,CHA,Chicago White Sox,N,5,161,75,86,655,1400,5490,611,800,94,40,52,703,1489,655,799,107
1975,NL,CHN,Chicago Cubs,N,5,162,75,87,712,1419,5470,650,802,95,30,66,827,1587,551,850,130
1975,NL,CIN,Cincinnati Reds,Y,1,162,108,54,840,1515,5581,691,916,124,35,45,586,1422,487,663,112
1975,AL,CLE,Cleveland Indians,N,4,159,79,80,688,1409,5404,525,667,153,24,40,703,1395,599,800,136
1975,AL,DET,Detroit Tigers,N,6,159,57,102,570,1338,5366,383,872,125,28,38,786,1496,533,787,137
1975,NL,HOU,Houston Astros,N,6,162,64,97,664,1401,5515,523,762,84,32,44,711,1436,679,839,106
1975,AL,KCA,Kansas City Royals,N,2,162,91,71,710,1431,5491,591,675,118,29,51,649,1422,498,815,108
1975,NL,LAN,Los Angeles Dodgers,N,2,162,88,74,648,1355,5453,611,825,118,31,47,534,1215,448,894,104
1975,AL,MIN,Minnesota Twins,N,4,159,76,83,724,1497,5514,563,746,121,40,46,736,1381,617,846,137
1975,AL,ML4,Milwaukee Brewers,N,5,162,68,94,675,1343,5378,553,922,146,28,49,792,1496,624,643,133
1975,NL,MON,Montreal Expos,N,5,162,75,87,601,1346,5518,579,954,98,27,38,690,1448,665,831,102
1975,AL,NYA,New York Yankees,N,3,160,83,77,681,1430,5415,486,710,110,30,53,588,1325,502,809,104
1975,NL,NYN,New York Mets,N,3,162,82,80,646,1430,5587,501,805,101,37,37,625,1344,580,989,99
1975,AL,OAK,Oakland Athletics,N,1,162,98,64,758,1376,5415,609,846,151,51,35,606,1267,523,784,102
1975,NL,PHI,Philadelphia Phillies,N,2,162,86,76,735,1506,5592,610,960,125,31,42,694,1353,546,897,111
1975,NL,PIT,Pittsburgh Pirates,N,1,161,92,69,712,1444,5489,468,832,138,38,40,565,1302,551,768,79
1975,NL,SDN,San Diego Padres,N,4,162,71,91,552,1324,5429,506,754,78,37,46,683,1494,521,713,99
1975,NL,SFN,San Francisco Giants,N,3,161,80,81,659,1412,5447,604,775,84,22,51,671,1406,612,856,92
1975,NL,SLN,St. Louis Cardinals,N,3,163,82,80,662,1527,5597,444,649,81,29,45,689,1452,571,824,98
1975,AL,TEX,Texas Rangers,N,3,162,79,83,714,1431,5599,613,863,134,25,41,733,1456,518,792,123
1976,NL,ATL,Atlanta Braves,N,6,162,70,92,620,1309,5345,589,811,82,19,47,700,1435,564,818,86
1976,AL,BAL,Baltimore Orioles,N,2,162,88,74,619,1326,5457,519,883,119,23,35,598,1396,489,678,80
1976,AL,BOS,Boston Red Sox,N,3,162,83,79,716,1448,5511,500,832,134,29,59,660,1495,409,673,109
1976,AL,CAL,California Angels,N,4,162,76,86,550,1265,5385,534,812,63,42,48,631,1323,553,992,95
1976,AL,CHA,Chicago White Sox,N,6,161,64,97,586,1410,5532,471,739,73,34,55,745,1460,600,802,87
1976,NL,CHN,Chicago Cubs,N,4,162,75,87,611,1386,5519,490,834,105,30,41,728,1511,490,850,123
1976,NL,CIN,Cincinnati Reds,Y,1,162,102,60,857,1599,5702,681,902,141,28,60,633,1436,491,790,100
1976,AL,CLE,Cleveland Indians,N,4,159,81,78,615,1423,5412,479,631,85,11,60,615,1361,533,928,80
1976,AL,DET,Detroit Tigers,N,5,161,74,87,609,1401,5441,450,730,101,31,50,709,1426,550,738,101
1976,NL,HOU,Houston Astros,N,3,162,80,82,625,1401,5464,530,719,66,21,39,657,1349,662,780,82
1976,AL,KCA,Kansas City Royals,N,1,162,90,72,713,1490,5540,484,650,65,31,71,611,1356,493,735,83
1976,NL,LAN,Los Angeles Dodgers,N,2,162,92,70,608,1371,5472,486,744,91,29,47,543,1330,479,747,97
1976,AL,MIN,Minnesota Twins,N,3,162,85,77,743,1526,5574,550,714,81,41,49,704,1421,610,762,89
1976,AL,ML4,Milwaukee Brewers,N,6,161,66,95,570,1326,5396,511,909,88,23,48,655,1406,567,677,99
1976,NL,MON,Montreal Expos,N,6,162,55,107,531,1275,5428,433,841,94,16,40,734,1442,659,783,89
1976,AL,NYA,New York Yankees,N,1,159,97,62,730,1496,5555,470,616,120,35,46,575,1300,448,674,97
1976,NL,NYN,New York Mets,N,3,162,86,76,615,1334,5415,561,797,102,28,33,538,1248,419,1025,97
1976,AL,OAK,Oakland Athletics,N,2,161,87,74,686,1319,5353,592,818,113,45,58,598,1412,415,711,96
1976,NL,PHI,Philadelphia Phillies,N,1,162,101,61,770,1505,5528,542,793,110,40,67,557,1377,397,918,98
1976,NL,PIT,Pittsburgh Pirates,N,2,162,92,70,708,1499,5604,433,807,110,29,50,630,1402,460,762,95
1976,NL,SDN,San Diego Padres,N,5,162,73,89,570,1327,5369,488,716,64,23,42,662,1368,543,652,87
1976,NL,SFN,San Francisco Giants,N,4,162,74,88,595,1340,5452,518,778,85,25,48,686,1464,518,746,68
1976,NL,SLN,St. Louis Cardinals,N,5,162,72,90,629,1432,5516,512,860,63,22,45,671,1416,581,731,91
1976,AL,TEX,Texas Rangers,N,4,162,76,86,616,1390,5555,568,809,80,29,45,652,1464,461,773,106
1977,NL,ATL,Atlanta Braves,N,6,162,61,101,678,1404,5534,537,876,139,17,34,895,1581,701,915,169
1977,AL,BAL,Baltimore Orioles,N,2,161,97,64,719,1433,5494,560,945,148,24,47,653,1414,494,737,124
1977,AL,BOS,Boston Red Sox,N,2,161,97,64,859,1551,5510,528,905,213,42,59,712,1555,378,758,158
1977,AL,CAL,California Angels,N,5,162,74,88,675,1380,5410,542,880,131,36,51,695,1383,572,965,136
1977,AL,CHA,Chicago White Sox,N,3,162,90,72,844,1568,5633,559,666,192,34,63,771,1557,516,842,136
1977,NL,CHN,Chicago Cubs,N,4,162,81,81,692,1489,5604,534,796,111,27,52,739,1500,489,942,128
1977,NL,CIN,Cincinnati Reds,N,2,162,88,74,802,1513,5524,600,911,181,25,50,725,1469,544,868,156
1977,AL,CLE,Cleveland Indians,N,5,161,71,90,676,1476,5491,531,688,100,34,54,739,1441,550,876,136
1977,AL,DET,Detroit Tigers,N,4,162,74,88,714,1480,5604,452,764,166,20,56,751,1526,470,784,162
1977,NL,HOU,Houston Astros,N,3,162,81,81,680,1405,5530,515,839,114,40,39,650,1384,545,871,110
1977,AL,KCA,Kansas City Royals,N,1,162,102,60,822,1549,5594,522,687,146,45,58,651,1377,499,850,110
1977,NL,LAN,Los Angeles Dodgers,N,1,162,98,64,769,1484,5589,588,896,191,23,44,582,1393,438,930,119
1977,AL,MIN,Minnesota Twins,N,4,161,84,77,867,1588,5639,563,754,123,43,56,776,1546,507,737,151
1977,AL,ML4,Milwaukee Brewers,N,6,162,67,95,639,1425,5517,443,862,125,22,45,765,1461,566,719,136
1977,NL,MON,Montreal Expos,N,5,162,75,87,665,1474,5675,478,877,138,21,39,736,1426,579,856,135
1977,AL,NYA,New York Yankees,Y,1,162,100,62,831,1576,5605,533,681,184,28,48,651,1395,486,758,139
1977,NL,NYN,New York Mets,N,6,162,64,98,587,1319,5410,529,887,88,30,37,663,1378,490,911,118
1977,AL,OAK,Oakland Athletics,N,7,161,63,98,605,1284,5358,516,910,117,36,46,749,1459,560,788,145
1977,NL,PHI,Philadelphia Phillies,N,1,162,101,61,847,1548,5546,573,806,186,38,74,668,1451,482,856,134
1977,NL,PIT,Pittsburgh Pirates,N,2,162,96,66,734,1550,5662,474,878,133,34,43,665,1406,485,890,149
1977,NL,SDN,San Diego Padres,N,5,162,69,93,692,1397,5602,602,1057,120,29,30,834,1556,673,827,160
1977,AL,SEA,Seattle Mariners,N,6,162,64,98,624,1398,5460,426,769,133,35,42,855,1508,578,785,194
1977,NL,SFN,San Francisco Giants,N,4,162,75,87,673,1392,5497,568,842,134,21,51,711,1501,529,854,114
1977,NL,SLN,St. Louis Cardinals,N,3,162,83,79,737,1490,5527,489,823,96,25,29,688,1420,532,768,139
1977,AL,TEX,Texas Rangers,N,2,162,94,68,767,1497,5541,596,904,135,39,50,657,1412,471,864,134
1977,AL,TOR,Toronto Blue Jays,N,7,161,54,107,605,1367,5419,499,819,100,23,34,822,1538,623,771,152
1978,NL,ATL,Atlanta Braves,N,6,162,69,93,600,1313,5381,550,874,123,27,47,750,1404,624,848,132
1978,AL,BAL,Baltimore Orioles,N,4,161,90,71,659,1397,5422,552,864,154,22,42,633,1340,509,754,107
1978,AL,BOS,Boston Red Sox,N,2,163,99,64,796,1493,5587,582,835,172,24,58,657,1530,464,706,137
1978,AL,CAL,California Angels,N,2,162,87,75,691,1417,5472,539,682,108,67,56,666,1382,599,892,125
1978,AL,CHA,Chicago White Sox,N,5,161,71,90,634,1423,5393,409,625,106,33,57,731,1380,586,710,128
1978,NL,CHN,Chicago Cubs,N,3,162,79,83,664,1461,5532,562,746,72,21,59,724,1475,539,768,125
1978,NL,CIN,Cincinnati Reds,N,2,161,92,69,710,1378,5392,636,899,136,26,54,688,1437,567,908,122
1978,AL,CLE,Cleveland Indians,N,6,159,69,90,639,1400,5365,488,698,106,26,40,694,1397,568,739,100
1978,AL,DET,Detroit Tigers,N,5,162,86,76,714,1520,5601,563,695,129,31,47,653,1441,503,684,135
1978,NL,HOU,Houston Astros,N,5,162,74,88,605,1408,5458,434,743,70,22,44,634,1328,578,930,86
1978,AL,KCA,Kansas City Royals,N,1,162,92,70,743,1469,5474,498,644,98,30,72,634,1350,478,657,108
1978,NL,LAN,Los Angeles Dodgers,N,1,162,95,67,727,1435,5437,610,818,149,20,47,573,1362,440,800,107
1978,AL,MIN,Minnesota Twins,N,4,162,73,89,666,1472,5522,604,684,82,33,55,678,1468,520,703,102
1978,AL,ML4,Milwaukee Brewers,N,3,162,93,69,804,1530,5536,520,805,173,32,50,650,1442,398,577,109
1978,NL,MON,Montreal Expos,N,4,162,76,86,633,1404,5530,396,881,121,35,40,611,1332,572,740,117
1978,AL,NYA,New York Yankees,Y,1,163,100,63,735,1489,5583,505,695,125,42,52,582,1321,478,817,111
1978,NL,NYN,New York Mets,N,6,162,66,96,607,1332,5433,549,829,86,24,55,690,1447,531,775,114
1978,AL,OAK,Oakland Athletics,N,6,162,69,93,532,1304,5321,433,800,100,25,27,690,1401,582,750,106
1978,NL,PHI,Philadelphia Phillies,N,1,162,90,72,708,1404,5448,552,866,133,42,49,586,1343,393,813,118
1978,NL,PIT,Pittsburgh Pirates,N,2,161,88,73,684,1390,5406,480,874,115,42,46,637,1366,499,880,103
1978,NL,SDN,San Diego Padres,N,4,162,84,78,591,1349,5360,536,848,75,32,39,598,1385,483,744,74
1978,AL,SEA,Seattle Mariners,N,7,160,56,104,614,1327,5358,522,702,97,22,53,834,1540,567,630,155
1978,NL,SFN,San Francisco Giants,N,3,162,89,73,613,1331,5364,554,814,117,17,40,594,1377,453,840,84
1978,NL,SLN,St. Louis Cardinals,N,5,162,69,93,600,1351,5415,420,713,79,22,53,657,1300,600,859,94
1978,AL,TEX,Texas Rangers,N,2,162,87,75,692,1353,5347,624,779,132,32,55,632,1431,421,776,108
1978,AL,TOR,Toronto Blue Jays,N,7,161,59,102,590,1358,5430,448,645,98,23,37,775,1529,614,758,149
1979,NL,ATL,Atlanta Braves,N,6,160,66,94,669,1389,5422,490,818,126,23,38,763,1496,494,779,132
1979,AL,BAL,Baltimore Orioles,N,1,159,102,57,757,1401,5371,608,847,181,31,54,582,1279,467,786,133
1979,AL,BOS,Boston Red Sox,N,3,160,91,69,841,1567,5538,512,708,194,33,59,711,1487,463,731,133
1979,AL,CAL,California Angels,N,1,162,88,74,866,1563,5550,589,843,164,37,56,768,1463,573,820,131
1979,AL,CHA,Chicago White Sox,N,5,159,73,87,730,1505,5463,454,668,127,36,45,748,1365,618,675,114
1979,NL,CHN,Chicago Cubs,N,5,162,80,82,706,1494,5550,478,762,135,35,42,707,1500,521,933,127
1979,NL,CIN,Cincinnati Reds,N,1,161,90,71,731,1445,5477,614,902,132,19,46,644,1415,485,773,103
1979,AL,CLE,Cleveland Indians,N,6,161,81,80,760,1388,5376,657,786,138,42,60,805,1502,570,781,138
1979,AL,DET,Detroit Tigers,N,5,160,85,76,770,1446,5375,575,814,164,22,52,738,1429,547,802,167
1979,NL,HOU,Houston Astros,N,2,162,89,73,583,1382,5394,461,745,49,22,43,582,1278,504,854,90
1979,AL,KCA,Kansas City Royals,N,2,162,85,77,851,1596,5653,528,675,116,35,76,816,1477,536,640,165
1979,NL,LAN,Los Angeles Dodgers,N,3,162,79,83,739,1443,5490,556,834,183,23,36,717,1425,555,811,101
1979,AL,MIN,Minnesota Twins,N,4,162,82,80,764,1544,5544,526,693,112,31,53,725,1590,452,721,128
1979,AL,ML4,Milwaukee Brewers,N,2,161,95,66,807,1552,5536,549,745,185,20,50,722,1563,381,580,162
1979,NL,MON,Montreal Expos,N,2,160,95,65,701,1445,5465,432,890,143,27,38,581,1379,450,813,116
1979,AL,NYA,New York Yankees,N,4,160,89,71,734,1443,5421,509,590,150,18,63,672,1446,455,731,123
1979,NL,NYN,New York Mets,N,6,163,63,99,593,1399,5591,498,817,74,35,40,706,1486,607,819,120
1979,AL,OAK,Oakland Athletics,N,7,162,54,108,573,1276,5348,482,751,108,20,46,860,1606,654,726,147
1979,NL,PHI,Philadelphia Phillies,N,4,163,84,78,683,1453,5463,602,764,119,37,57,718,1455,477,787,135
1979,NL,PIT,Pittsburgh Pirates,Y,1,163,98,64,775,1541,5661,483,855,148,32,56,643,1424,504,904,125
1979,NL,SDN,San Diego Padres,N,5,161,68,93,603,1316,5446,534,770,93,32,43,681,1438,513,779,108
1979,AL,SEA,Seattle Mariners,N,6,162,67,95,711,1490,5544,515,725,132,28,54,820,1567,571,736,165
1979,NL,SFN,San Francisco Giants,N,4,162,71,91,672,1328,5395,580,925,125,20,47,751,1484,577,880,143
1979,NL,SLN,St. Louis Cardinals,N,3,163,86,76,731,1594,5734,460,838,100,27,63,693,1449,501,788,127
1979,AL,TEX,Texas Rangers,N,3,162,83,79,750,1549,5562,461,607,140,33,59,698,1371,532,773,135
1979,AL,TOR,Toronto Blue Jays,N,7,162,53,109,613,1362,5423,448,663,95,36,38,862,1537,594,613,165
1980,NL,ATL,Atlanta Braves,N,4,161,81,80,630,1352,5402,434,899,144,20,33,660,1397,454,696,131
1980,AL,BAL,Baltimore Orioles,N,2,162,100,62,805,1523,5585,587,766,156,21,46,640,1438,507,789,134
1980,AL,BOS,Boston Red Sox,N,5,160,83,77,757,1588,5603,475,720,162,32,50,767,1557,481,696,129
1980,AL,CAL,California Angels,N,6,160,65,95,698,1442,5443,539,889,106,32,49,797,1548,529,725,141
1980,AL,CHA,Chicago White Sox,N,5,162,70,90,587,1408,5444,399,670,91,39,51,722,1434,563,724,108
1980,NL,CHN,Chicago Cubs,N,6,162,64,98,614,1411,5619,471,912,107,18,40,728,1525,589,923,109
